Time,c_LO_measured,c_RE_measured,f_PLSP_measured,f_PLSS_measured,f_LO_measured,f_LE_measured,c_PLS_measured,c_LE_measured,c_RaffP_measured,c_RaffS_measured,c_BO_measured,v_LO_control,v_LO_valve,v_LE_control,v_LE_valve,v_LO_state,v_LE_state,process_state
14670,14.91,54.99,283.32,289.18,291,205.65,7.01,35.38,0,0.02,0.91,0.52,0.52,0.53,0.53,0,0,0
14700,14.89,55.03,284.08,294.89,291.91,204.64,6.99,35.32,0,0.02,0.88,0.52,0.52,0.53,0.53,0,0,0
14730,14.88,54.86,283.81,296.21,289.62,209.32,7.02,35.4,0,0,0.89,0.52,0.52,0.53,0.53,0,0,0
14760,14.87,55.07,281.85,284.63,287.16,205.38,7.05,35.38,0,0,0.89,0.51,0.51,0.53,0.53,0,0,0
14790,14.88,55.05,288.36,292.47,293.07,205.67,6.98,35.31,0.05,0.02,0.86,0.52,0.52,0.53,0.53,0,0,0
14820,14.92,55.04,286.83,283.74,283.58,206.95,7.02,35.31,0.01,0.02,0.86,0.52,0.52,0.53,0.53,0,0,0
14850,14.89,55.03,289.16,295.63,293.28,208.82,7.03,35.37,0,0,0.89,0.53,0.53,0.53,0.53,0,0,0
14880,14.82,55.14,276.5,295.61,283.16,204.12,7.03,35.32,0,0.01,0.89,0.52,0.52,0.53,0.53,0,0,0
14910,14.88,54.97,292.96,294.61,298.31,198.71,7.04,35.33,0.03,0.01,0.93,0.53,0.53,0.53,0.53,0,0,0
14940,14.94,55.07,282.88,296.87,286.76,205.86,7.02,35.37,0.04,0,0.92,0.52,0.52,0.53,0.53,0,0,0
14970,14.86,55.1,281.09,284.59,284,209.54,7.02,35.33,0.02,0.01,0.91,0.51,0.51,0.53,0.53,0,0,0
15000,14.89,55.03,282.89,294.67,279.31,205.07,7.02,35.35,0.04,0.01,0.88,0.52,0.52,0.53,0.53,0,0,0
15030,14.86,55.14,278.01,290.48,276.94,207.37,6.99,35.33,0.01,0.07,0.9,0.51,0.51,0.53,0.53,0,0,0
15060,14.85,55.1,287.22,289.04,284.86,208.65,7.01,35.37,0.02,0.02,0.91,0.52,0.52,0.53,0.53,0,0,0
15090,14.86,55.04,280.3,298.47,286.98,207.14,7.03,35.35,0,0.03,0.91,0.52,0.52,0.53,0.53,0,0,0
15120,14.83,55.08,284.81,294.85,294.21,200.7,7.04,35.41,0.03,0.01,0.9,0.52,0.52,0.53,0.53,0,0,0
15150,14.83,55.2,280.79,291.47,284.33,208.43,7.03,35.35,0.01,0,0.88,0.52,0.52,0.53,0.53,0,0,0
15180,14.79,55.11,285.6,289.19,289.5,208.64,7.02,35.36,0,0.05,0.89,0.52,0.52,0.53,0.53,0,0,0
15210,14.83,55.01,289.21,299.16,294.78,202.83,7.03,35.33,0.06,0,0.9,0.53,0.53,0.53,0.53,0,0,0
15240,14.9,55.07,282.27,290.5,283.46,203.63,7.05,35.38,0,0,0.87,0.52,0.52,0.53,0.53,0,0,0
15270,14.87,55,279.4,300.49,293.82,200.7,7.04,35.33,0.02,0.01,0.91,0.53,0.53,0.53,0.53,0,0,0
15300,14.93,55.02,286.63,295.28,287.21,206.32,7.02,35.37,0.01,0.02,0.95,0.53,0.53,0.53,0.53,0,0,0
15330,14.91,55.01,275.3,286.75,287.11,208.72,7.06,35.35,0.02,0,0.86,0.51,0.51,0.53,0.53,0,0,0
15360,14.87,55.1,280.63,285.15,281.57,205.21,6.97,35.36,0.01,0.01,0.91,0.51,0.51,0.53,0.53,0,0,0
15390,14.84,55.13,285.31,302.48,293.08,204.91,7.01,35.38,0.01,0,0.89,0.53,0.53,0.53,0.53,0,0,0
15420,14.86,55.05,285.23,288.46,289.35,201.23,7.03,35.3,0.01,0,0.96,0.52,0.52,0.53,0.53,0,0,0
15450,14.82,55.06,288.19,286.24,286.67,205.11,7.01,35.32,0.01,0.02,0.9,0.52,0.52,0.53,0.53,0,0,0
15480,14.91,55.02,280.74,291.58,285.04,212.59,7.05,35.4,0.04,0,0.87,0.52,0.52,0.53,0.53,0,0,0
15510,14.79,55.11,274.18,302.14,296.71,205.64,7.06,35.34,0.01,0,0.9,0.52,0.52,0.53,0.53,0,0,0
15540,14.82,55.11,288.98,302.75,298.79,203.19,7.03,35.38,0,0.02,0.95,0.53,0.53,0.53,0.53,0,0,0
15570,14.93,55.01,281.7,294.19,289.34,204.2,7.02,35.35,0.01,0,0.88,0.52,0.52,0.53,0.53,0,0,0
15600,14.82,55.21,287.33,300.84,286.66,203.29,6.99,35.4,0.02,0.01,0.93,0.53,0.53,0.53,0.53,0,0,0
15630,14.93,54.94,281.35,290.46,290.3,208.22,7.07,35.38,0.05,0,0.89,0.52,0.52,0.53,0.53,0,0,0
15660,14.94,55,282.34,297.35,297.35,204.67,7.06,35.36,0.04,0,0.93,0.53,0.53,0.53,0.53,0,0,0
15690,14.91,54.98,280.58,290.49,283.24,203.07,7.01,35.41,0,0,0.93,0.52,0.52,0.53,0.53,0,0,0
15720,14.92,54.97,280.1,291.67,295.03,205.41,7.04,35.42,0,0,0.88,0.52,0.52,0.53,0.53,0,0,0
15750,14.87,54.94,269.44,291.06,279.41,208.12,6.98,35.45,0,0,0.88,0.5,0.5,0.53,0.53,0,0,0
15780,14.97,54.93,282.02,298.65,296.85,205.56,7.03,35.39,0.06,0.01,0.9,0.53,0.53,0.53,0.53,0,0,0
15810,14.88,55.1,286.68,287.3,289.71,201.55,7.02,35.4,0.02,0.04,0.91,0.52,0.52,0.53,0.53,0,0,0
15840,14.85,55.05,287.42,291.85,291.11,205.85,7.07,35.35,0.01,0.1,0.9,0.53,0.53,0.53,0.53,0,0,0
15870,14.9,54.99,284.58,291.77,289.82,214.2,7.02,35.39,0,0.02,0.88,0.52,0.52,0.53,0.53,0,0,0
15900,14.89,55.03,285.97,293.5,292.18,205.93,6.97,35.39,0.06,0,0.9,0.52,0.52,0.53,0.53,0,0,0
15930,14.86,54.99,282.34,292.72,289.52,203.11,7.04,35.31,0.03,0,0.89,0.52,0.52,0.53,0.53,0,0,0
15960,14.87,55.03,287.51,292.38,283.68,205.3,6.94,35.43,0,0.01,0.92,0.52,0.52,0.53,0.53,0,0,0
15990,14.9,54.97,279.09,301.16,294.21,206.04,6.98,35.34,0,0.04,0.88,0.52,0.52,0.53,0.53,0,0,0
16020,14.88,55.01,279.83,292.23,277.73,207.15,7,35.4,0,0.01,0.88,0.52,0.52,0.53,0.53,0,0,0
16050,14.88,54.96,271.13,299.74,284.53,212.61,7.02,35.31,0.03,0.04,0.89,0.52,0.52,0.53,0.53,0,0,0
16080,14.89,55.04,284.17,288.58,286.69,207.32,6.99,35.35,0.03,0,0.87,0.52,0.52,0.53,0.53,0,0,0
16110,14.86,55.08,291.68,301.67,305.04,207.6,7.02,35.42,0.04,0,0.93,0.53,0.53,0.53,0.53,0,0,0
16140,14.9,55.04,287.48,296.24,300.34,207.82,6.98,35.42,0,0,0.89,0.52,0.52,0.53,0.53,0,0,0
16170,14.92,55.11,286.22,290.92,279.65,210.53,7.01,35.39,0,0.03,0.88,0.52,0.52,0.53,0.53,0,0,0
16200,14.8,55.12,272.71,291.3,272.87,203.2,6.98,35.42,0.07,0,0.94,0.5,0.5,0.53,0.53,0,0,0
16230,14.87,55.05,274.12,295.88,282.36,203.72,7.04,35.43,0,0,0.87,0.52,0.52,0.53,0.53,0,0,0
16260,14.95,54.98,294.39,295.59,298.08,212.25,7,35.37,0,0.04,0.89,0.53,0.53,0.53,0.53,0,0,0
16290,14.91,54.94,286.93,293.76,284.47,209.16,7.01,35.42,0.01,0,0.82,0.52,0.52,0.53,0.53,0,0,0
16320,14.82,55.1,284.78,296.21,299.34,206.33,7.09,35.4,0,0.01,0.9,0.53,0.53,0.53,0.53,0,0,0
16350,14.89,54.98,281.96,294.81,299.87,199.48,7.08,35.4,0,0.05,0.92,0.53,0.53,0.53,0.53,0,0,0
16380,14.91,54.96,290.69,297.94,296.97,207.6,6.99,35.42,0,0.02,0.86,0.53,0.53,0.53,0.53,0,0,0
16410,14.85,54.91,285.39,287.72,286.7,206.57,7,35.39,0.02,0.01,0.91,0.52,0.52,0.53,0.53,0,0,0
16440,14.91,55,294.96,298.92,296.52,206.33,6.99,35.33,0,0.02,0.9,0.53,0.53,0.53,0.53,0,0,0
16470,14.9,55.02,274.48,296.33,286.53,211.1,6.97,35.42,0.02,0.03,0.86,0.51,0.51,0.53,0.53,0,0,0
16500,14.92,55.01,278.16,294.82,284.51,206.3,6.97,35.4,0.01,0.05,0.85,0.51,0.51,0.53,0.53,0,0,0
16530,14.9,54.96,277.82,302.47,289.67,210.09,7.03,35.41,0.02,0,0.88,0.52,0.52,0.53,0.53,0,0,0
16560,14.83,54.99,286.79,292.76,283.9,205.12,6.98,35.36,0,0.07,0.9,0.52,0.52,0.53,0.53,0,0,0
16590,14.83,54.94,287.47,296.33,282.04,203.74,7,35.38,0.02,0,0.94,0.52,0.52,0.53,0.53,0,0,0
16620,14.92,54.97,285.09,298.87,295.25,207.83,7.03,35.37,0,0,0.89,0.53,0.53,0.53,0.53,0,0,0
16650,14.87,54.96,286.44,297.53,297.24,196.55,7.07,35.37,0,0.04,0.88,0.53,0.53,0.53,0.53,0,0,0
16680,14.85,55.06,294.54,300.73,293.03,208.21,7.03,35.38,0.01,0.04,0.91,0.54,0.54,0.53,0.53,0,0,0
16710,14.9,55.02,282.24,287.35,291.29,206.77,7.03,35.37,0.04,0,0.87,0.52,0.52,0.53,0.53,0,0,0
16740,14.9,54.96,290.26,288.29,282.2,209.87,7.03,35.34,0,0.02,0.84,0.52,0.52,0.53,0.53,0,0,0
16770,14.85,55.08,273.03,294.36,275.41,205.7,6.99,35.38,0,0.03,0.93,0.51,0.51,0.53,0.53,0,0,0
16800,14.85,55.05,287.44,293.82,291.73,209.45,7.01,35.39,0.05,0,0.88,0.52,0.52,0.53,0.53,0,0,0
16830,14.84,54.94,280.58,294.11,294.61,203.38,7.06,35.42,0,0.04,0.86,0.52,0.52,0.53,0.53,0,0,0
16860,14.86,54.98,281.1,296.99,288.12,207.54,7,35.44,0.04,0.01,0.88,0.52,0.52,0.53,0.53,0,0,0
16890,14.84,55.04,282.97,288,292.33,203.46,7.01,35.37,0.07,0.01,0.93,0.51,0.51,0.53,0.53,0,0,0
16920,14.92,54.88,282.34,295.79,293.95,207.45,7.03,35.48,0.01,0,0.84,0.52,0.52,0.53,0.53,0,0,0
16950,14.85,55.08,288.63,290.53,286.14,210.98,6.96,35.38,0,0,0.92,0.52,0.52,0.53,0.53,0,0,0
16980,14.85,55.02,275.89,294.97,285.77,208.48,7.04,35.36,0.02,0.02,0.91,0.52,0.52,0.53,0.53,0,0,0
17010,14.9,54.97,286.62,290.77,279.8,206.71,7.02,35.46,0.02,0,0.92,0.52,0.52,0.53,0.53,0,0,0
17040,14.89,54.9,278.91,297.33,289.6,206.24,7.02,35.45,0,0.06,0.91,0.52,0.52,0.53,0.53,0,0,0
17070,14.94,54.82,286.08,293.63,290.87,213.39,6.99,35.41,0,0,0.9,0.52,0.52,0.53,0.53,0,0,0
17100,14.93,54.94,279.2,295.98,287.84,205.37,7,35.41,0.04,0.01,0.93,0.52,0.52,0.53,0.53,0,0,0
17130,14.88,55.03,297.11,298.72,297.49,208.45,7.02,35.41,0.02,0,0.87,0.54,0.54,0.53,0.53,0,0,0
17160,14.82,55.12,276.63,288.78,284.22,207.71,7.03,35.45,0.05,0.02,0.88,0.51,0.51,0.53,0.53,0,0,0
17190,14.9,55.01,276.94,294.88,279.11,207.72,6.96,35.37,0.02,0,0.95,0.51,0.51,0.53,0.53,0,0,0
17220,14.95,54.87,286.06,291.09,291.69,210.3,7.05,35.44,0.03,0.03,0.9,0.52,0.52,0.53,0.53,0,0,0
17250,14.89,55,273.19,299,286.02,207.56,6.97,35.37,0.01,0.03,0.92,0.51,0.51,0.53,0.53,0,0,0
17280,14.9,55.08,277.21,298.04,279.37,206.43,6.95,35.39,0.04,0,0.86,0.51,0.51,0.53,0.53,0,0,0
17310,14.86,54.94,285.45,287.52,282.97,206.63,7.03,35.41,0,0,0.93,0.52,0.52,0.53,0.53,0,0,0
17340,14.81,55.15,281.04,287.81,293.76,206.23,7.05,35.38,0.02,0.01,0.92,0.51,0.51,0.53,0.53,0,0,0
17370,14.88,54.92,277.35,297.25,282.98,197.52,6.99,35.46,0.01,0.02,0.9,0.52,0.52,0.53,0.53,0,0,0
17400,14.85,54.99,280.2,295.89,284.77,209.55,7.02,35.4,0.01,0,0.94,0.52,0.52,0.53,0.53,0,0,0
17430,14.84,55.08,280.7,298.97,286.85,208.22,7,35.36,0,0.02,0.94,0.52,0.52,0.53,0.53,0,0,0
17460,14.95,54.99,290.6,299.53,290.68,204.18,7.01,35.44,0.01,0.05,0.83,0.53,0.53,0.53,0.53,0,0,0
17490,14.87,55.02,281.93,296.29,279.98,209.15,6.97,35.47,0.05,0.03,0.96,0.52,0.52,0.53,0.53,0,0,0
17520,14.84,55.01,279.65,297.56,295.48,207.88,7.02,35.38,0,0,0.88,0.52,0.52,0.53,0.53,0,0,0
17550,14.96,54.95,286.78,294.63,288.51,205.93,7.05,35.41,0.04,0.01,0.83,0.53,0.53,0.53,0.53,0,0,0
17580,14.95,54.98,281.23,293.58,292.82,212.35,7,35.43,0,0,0.89,0.52,0.52,0.53,0.53,0,0,0
17610,14.88,54.97,276.13,286.71,283.81,206.57,7.03,35.45,0,0,0.89,0.51,0.51,0.53,0.53,0,0,0
17640,14.87,55.07,280.39,292.35,283.36,205.58,6.98,35.44,0,0.01,0.91,0.51,0.51,0.53,0.53,0,0,0
17670,14.87,54.96,275.8,303.78,296.52,212.09,7.04,35.41,0.03,0,0.93,0.52,0.52,0.53,0.53,0,0,0
17700,14.89,54.94,285.41,289.77,288.35,208.23,6.98,35.46,0,0.01,0.91,0.52,0.52,0.53,0.53,0,0,0
17730,14.87,54.97,281.02,295.48,293.19,203.52,6.99,35.46,0,0.01,0.88,0.52,0.52,0.53,0.53,0,0,0
17760,14.88,54.99,282.32,297.77,284.18,207.14,6.96,35.43,0,0.01,0.89,0.52,0.52,0.53,0.53,0,0,0
17790,14.9,54.96,288.01,291.12,282.59,209.22,7.01,35.41,0,0.04,0.9,0.52,0.52,0.53,0.53,0,0,0
17820,14.83,55.07,281.06,294.5,298.37,207,7.02,35.47,0.01,0.02,0.88,0.52,0.52,0.53,0.53,0,0,0
17850,14.93,54.84,272.85,308.18,298.43,203.89,7.05,35.38,0.04,0,0.87,0.53,0.53,0.53,0.53,0,0,0
17880,14.88,54.84,277.23,292.67,282.5,200.24,7.01,35.36,0.02,0.03,0.89,0.51,0.51,0.53,0.53,0,0,0
17910,14.92,55.05,283.68,297.09,282.56,211.39,6.99,35.51,0,0.02,0.91,0.52,0.52,0.53,0.53,0,0,0
17940,14.89,54.92,284.45,287.42,277.45,208.09,7.01,35.45,0.03,0.03,0.89,0.52,0.52,0.53,0.53,0,0,0
17970,14.83,55.04,283.72,295.61,289.85,205.11,7.01,35.41,0.02,0.02,0.85,0.52,0.52,0.53,0.53,0,0,0
18000,14.9,55.12,285.96,305.45,289,207.95,6.98,35.44,0.03,0,0.92,0.53,0.53,0.53,0.53,0,0,0
18030,14.9,54.96,289.73,288.91,287.13,208.95,6.98,35.48,0.02,0.03,0.93,0.52,0.52,0.53,0.53,0,0,0
18060,14.85,55.02,281.44,297.2,280,209.44,7.03,35.43,0,0,0.88,0.52,0.52,0.53,0.53,0,0,0
18090,14.91,54.97,274.65,298.44,284.65,205.34,7.05,35.44,0,0.05,0.88,0.52,0.52,0.53,0.53,0,0,0
18120,14.86,55.03,284.58,289.39,286.3,208.07,7.05,35.47,0.03,0.01,0.94,0.52,0.52,0.53,0.53,0,0,0
18150,14.9,55,284.84,298.37,295.19,208.62,7.06,35.48,0.07,0.03,0.94,0.53,0.53,0.53,0.53,0,0,0
18180,14.93,54.94,283.27,301.72,288.74,206.02,6.95,35.43,0,0,0.87,0.52,0.52,0.53,0.53,0,0,0
18210,14.94,54.92,277.28,298.46,293.8,203.75,6.98,35.46,0,0.04,0.87,0.52,0.52,0.53,0.53,0,0,0
18240,14.89,54.94,284.42,292.92,286.18,206.1,6.99,35.47,0.02,0.04,0.87,0.52,0.52,0.53,0.53,0,0,0
18270,14.84,54.89,285.08,298.54,292.75,209.36,6.97,35.44,0,0.01,0.91,0.52,0.52,0.53,0.53,0,0,0
18300,14.86,54.97,279.24,289.23,288.67,207.95,6.98,35.42,0,0,0.87,0.51,0.51,0.53,0.53,0,0,0
18330,14.92,54.94,281.27,295.89,295.82,202.04,7.03,35.51,0.06,0,0.85,0.52,0.52,0.53,0.53,0,0,0
18360,14.95,54.97,278.19,296.77,296.47,209.1,7.03,35.46,0.02,0.01,0.92,0.52,0.52,0.53,0.53,0,0,0
18390,14.91,55.05,288.87,285.86,289.08,202.69,6.98,35.39,0,0.04,0.87,0.52,0.52,0.53,0.53,0,0,0
18420,14.84,54.97,286.71,297.12,292.68,206.07,7,35.47,0,0,0.93,0.52,0.52,0.53,0.53,0,0,0
18450,14.86,54.99,286.27,304.98,287.52,214.36,6.96,35.46,0,0,0.89,0.53,0.53,0.53,0.53,0,0,0
18480,14.83,55.08,278.9,289.83,275.59,207.65,6.96,35.45,0.02,0.01,0.91,0.51,0.51,0.53,0.53,0,0,0
18510,14.79,55.06,282.01,293.68,282.09,201.4,7.02,35.43,0.02,0.01,0.9,0.52,0.52,0.53,0.53,0,0,0
18540,14.88,54.97,282.8,297.16,280.98,208.18,6.97,35.45,0.01,0,0.97,0.52,0.52,0.53,0.53,0,0,0
18570,14.86,55,283.49,297.72,284.88,210.87,6.99,35.43,0.04,0,0.96,0.52,0.52,0.53,0.53,0,0,0
18600,14.99,54.95,271.58,292.65,281.43,209.74,7.01,35.48,0,0,0.92,0.51,0.51,0.53,0.53,0,0,0
18630,14.89,54.95,286.63,287.13,278.21,204.43,6.94,35.45,0.04,0,0.89,0.51,0.51,0.53,0.53,0,0,0
18660,14.88,54.88,283.35,293.9,291.27,208.46,7.02,35.43,0.02,0,0.93,0.52,0.52,0.53,0.53,0,0,0
18690,14.82,55.04,277.58,292.91,285.07,214.95,7,35.44,0,0,0.87,0.51,0.51,0.53,0.53,0,0,0
18720,14.93,54.85,283.63,293.7,280.46,203.73,6.99,35.43,0.01,0.02,0.92,0.52,0.52,0.53,0.53,0,0,0
18750,14.85,55.03,286.7,302.47,289.93,208.62,6.97,35.43,0.02,0,0.89,0.53,0.53,0.53,0.53,0,0,0
18780,14.92,54.97,292.79,283.95,304.27,207.51,7.03,35.39,0.01,0.04,0.93,0.52,0.52,0.53,0.53,0,0,0
18810,14.91,54.97,286.58,290.38,287.5,210.91,6.95,35.45,0.04,0,0.92,0.52,0.52,0.53,0.53,0,0,0
18840,14.88,54.94,278.43,289.3,291.72,202.85,6.99,35.44,0.03,0,0.93,0.51,0.51,0.53,0.53,0,0,0
18870,14.99,54.75,285.37,300.14,289.45,211.07,7.02,35.49,0.04,0,0.86,0.53,0.53,0.53,0.53,0,0,0
18900,14.94,55.02,282.13,298.88,300.63,206.96,6.94,35.47,0.05,0,0.92,0.52,0.52,0.53,0.53,0,0,0
18930,14.89,54.91,288.5,297.61,293.58,208.17,6.95,35.43,0.01,0,0.87,0.52,0.52,0.53,0.53,0,0,0
18960,14.9,54.87,279,297.06,288.58,210.13,6.97,35.43,0,0,0.87,0.52,0.52,0.53,0.53,0,0,0
18990,14.79,54.96,282.59,296.15,279.54,207.2,7.04,35.48,0,0,0.87,0.52,0.52,0.53,0.53,0,0,0
19020,14.9,54.94,278.26,292.52,282.92,214.87,6.99,35.55,0.04,0,0.91,0.51,0.51,0.53,0.53,0,0,0
19050,14.84,54.98,287.17,294.85,293.55,206.61,7.02,35.48,0,0,0.9,0.52,0.52,0.53,0.53,0,0,0
19080,14.91,55.01,281.28,299.15,293.86,205.04,6.96,35.44,0.02,0,0.89,0.52,0.52,0.53,0.53,0,0,0
19110,14.88,54.95,277.41,299.05,285.72,203.95,7.01,35.47,0,0.02,0.89,0.52,0.52,0.53,0.53,0,0,0
19140,14.84,55.02,287.42,291.05,290.78,212.18,6.99,35.47,0.02,0.02,0.93,0.52,0.52,0.53,0.53,0,0,0
19170,14.91,55.01,280.25,306.22,297.73,206.1,6.99,35.42,0.04,0.04,0.89,0.53,0.53,0.53,0.53,0,0,0
19200,14.86,55.05,281.96,295.85,284.69,203.5,6.94,35.44,0.06,0.02,0.96,0.52,0.52,0.53,0.53,0,0,0
19230,14.87,54.97,282.06,293.46,280.79,204.04,7.02,35.47,0.04,0.03,0.91,0.52,0.52,0.53,0.53,0,0,0
19260,14.8,54.99,276.93,297.44,285.78,207.45,7,35.43,0,0.01,0.89,0.52,0.52,0.53,0.53,0,0,0
19290,14.88,54.93,284.11,284.62,278.86,206.25,6.99,35.46,0,0.02,0.86,0.51,0.51,0.53,0.53,0,0,0
19320,14.88,54.98,281.33,294.27,285.65,213.74,6.96,35.49,0.01,0,0.85,0.52,0.52,0.53,0.53,0,0,0
19350,14.86,54.98,282.73,293.82,286.5,208.11,6.97,35.48,0.01,0.09,0.88,0.52,0.52,0.53,0.53,0,0,0
19380,14.85,54.91,285.94,298.6,283.64,207.5,6.99,35.43,0.03,0.02,0.89,0.52,0.52,0.53,0.53,0,0,0
19410,14.94,54.91,279.21,298.59,286.5,207.15,7,35.45,0,0,0.9,0.52,0.52,0.53,0.53,0,0,0
19440,14.85,54.95,283.15,293.43,289.16,204.51,7.02,35.46,0.03,0.03,0.86,0.52,0.52,0.53,0.53,0,0,0
19470,14.93,54.88,280.97,293.74,287.52,205.34,6.96,35.43,0,0.05,0.9,0.52,0.52,0.53,0.53,0,0,0
19500,14.86,54.97,277.52,290.55,279.8,206.24,7,35.45,0,0,0.88,0.51,0.51,0.53,0.53,0,0,0
19530,14.91,54.73,280.43,288.98,284.82,202.67,6.99,35.44,0,0.02,0.87,0.51,0.51,0.53,0.53,0,0,0
19560,14.87,54.96,281.2,290.19,284.2,204.15,6.95,35.44,0.01,0,0.88,0.51,0.51,0.53,0.53,0,0,0
19590,14.83,54.85,286.04,288.84,282.97,207.37,7,35.43,0,0,0.9,0.52,0.52,0.53,0.53,0,0,0
19620,14.91,54.93,284.78,291.27,292.6,208.32,6.98,35.47,0,0,0.95,0.52,0.52,0.53,0.53,0,0,0
19650,14.86,54.94,286.04,297.24,291.68,208.02,6.98,35.48,0.03,0,0.88,0.52,0.52,0.53,0.53,0,0,0
19680,14.86,54.97,277.84,290.13,280.36,207.91,6.95,35.47,0.04,0,0.89,0.51,0.51,0.53,0.53,0,0,0
19710,14.89,54.98,287.46,288.76,276.96,210.12,6.92,35.5,0,0,0.89,0.51,0.51,0.53,0.53,0,0,0
19740,14.87,54.96,286.55,293.73,291.93,210.71,6.96,35.47,0,0,0.95,0.52,0.52,0.53,0.53,0,0,0
19770,14.78,55.08,283.19,295.1,289.63,206.22,7,35.49,0.02,0.05,0.93,0.52,0.52,0.53,0.53,0,0,0
19800,14.83,55.01,282.59,296.57,289.2,206.2,6.97,35.44,0,0,0.94,0.52,0.52,0.53,0.53,0,0,0
19830,14.88,55,280.94,295.78,288.21,205.08,7,35.5,0,0.05,0.86,0.52,0.52,0.53,0.53,0,0,0
19860,14.8,55.03,272.68,289.83,280.39,210.78,7.01,35.48,0,0,0.92,0.51,0.51,0.53,0.53,0,0,0
19890,14.88,54.89,277.95,292.87,283.07,203.19,7.03,35.48,0,0,0.93,0.52,0.52,0.53,0.53,0,0,0
19920,14.92,54.89,283.54,296.55,294.72,205.8,7,35.46,0.05,0,0.89,0.52,0.52,0.53,0.53,0,0,0
19950,14.84,55,291.25,292.71,284.7,199.73,6.91,35.5,0.05,0.01,0.89,0.52,0.52,0.53,0.53,0,0,0
19980,14.91,54.91,286.99,292.99,293.33,209.53,6.94,35.5,0.03,0,0.89,0.52,0.52,0.53,0.53,0,0,0
20010,14.91,54.92,278.15,299.14,278.88,214.36,7.01,35.48,0.05,0.02,0.88,0.52,0.52,0.53,0.53,0,0,0
20040,14.91,54.97,281.77,298.71,294.17,204.02,6.97,35.46,0.04,0,0.92,0.52,0.52,0.53,0.53,0,0,0
20070,14.92,54.86,286.24,296.15,291.1,209.51,6.94,35.5,0,0.01,0.93,0.52,0.52,0.53,0.53,0,0,0
20100,14.84,54.87,279.74,285.5,273.15,208.38,6.92,35.53,0,0.05,0.89,0.5,0.5,0.53,0.53,0,0,0
20130,14.92,54.85,281.42,292.54,287,206.21,6.98,35.47,0,0,0.93,0.52,0.52,0.53,0.53,0,0,0
20160,14.89,54.85,278.83,292.42,287.91,210.54,7,35.51,0,0,0.89,0.51,0.51,0.53,0.53,0,0,0
20190,14.79,54.97,281.72,293.72,292.84,206.75,6.98,35.48,0,0,0.84,0.51,0.51,0.53,0.53,0,0,0
20220,14.88,54.87,294.81,298.3,289.7,206.51,6.99,35.51,0,0.05,0.92,0.53,0.53,0.53,0.53,0,0,0
20250,14.84,54.89,281.85,291.6,286.86,214.01,6.98,35.51,0,0,0.94,0.51,0.51,0.53,0.53,0,0,0
20280,14.83,54.99,289,288.95,284.91,200.55,6.95,35.54,0.01,0.04,0.85,0.52,0.52,0.53,0.53,0,0,0
20310,14.94,54.82,284.16,292.05,289.15,205.78,6.98,35.5,0,0,0.9,0.52,0.52,0.53,0.53,0,0,0
20340,14.87,54.87,280.19,293.17,283.67,204.87,7,35.54,0,0.05,0.97,0.52,0.52,0.53,0.53,0,0,0
20370,14.84,54.9,284.38,297.54,292.94,206.91,7.03,35.49,0.04,0.01,0.89,0.52,0.52,0.53,0.53,0,0,0
20400,14.89,54.88,287.74,300.51,289.89,206.81,6.95,35.5,0.05,0.01,0.9,0.53,0.53,0.53,0.53,0,0,0
20430,14.84,55.06,283.73,295.07,284.33,204.49,6.95,35.46,0,0.04,0.88,0.52,0.52,0.53,0.53,0,0,0
20460,14.85,54.91,275.68,298.41,294.28,214.12,6.98,35.5,0,0,0.9,0.51,0.51,0.53,0.53,0,0,0
20490,14.87,54.99,284.77,288.89,285.03,202.08,7.04,35.49,0.05,0.04,0.93,0.52,0.52,0.53,0.53,0,0,0
20520,14.88,54.84,288.36,290.56,294.11,203.84,6.96,35.49,0.02,0.01,0.9,0.52,0.52,0.53,0.53,0,0,0
20550,14.91,54.89,288.59,293.79,286.78,200,6.98,35.51,0.01,0.01,0.9,0.52,0.52,0.53,0.53,0,0,0
20580,14.88,54.85,281.6,289.08,290.49,208.96,7.02,35.5,0.03,0,0.89,0.51,0.51,0.53,0.53,0,0,0
20610,14.84,54.9,283.31,290.38,286.31,207.02,6.97,35.51,0.01,0.02,0.9,0.51,0.51,0.53,0.53,0,0,0
20640,14.92,54.95,280.58,291.59,283.17,205.23,6.96,35.49,0,0.03,0.89,0.51,0.51,0.53,0.53,0,0,0
20670,14.96,54.8,280.27,292.71,289.44,210.72,6.96,35.51,0.02,0.02,0.93,0.51,0.51,0.53,0.53,0,0,0
20700,14.91,54.85,284.32,288.25,278.22,208.23,7.03,35.47,0.01,0,0.9,0.52,0.52,0.53,0.53,0,0,0
20730,14.93,54.76,289.92,285.15,288.61,205.29,6.96,35.51,0.05,0.04,0.9,0.52,0.52,0.53,0.53,0,0,0
20760,14.88,54.84,279.92,298.12,286.79,209.36,6.95,35.45,0.06,0.04,0.89,0.52,0.52,0.53,0.53,0,0,0
20790,14.83,54.99,276.44,286.04,281.81,207,6.99,35.5,0,0,0.9,0.5,0.5,0.53,0.53,0,0,0
20820,14.94,54.92,283.29,298.37,290.28,203.11,6.96,35.47,0,0.04,0.93,0.52,0.52,0.53,0.53,0,0,0
20850,14.86,54.85,284.79,294.32,282.93,204.4,6.97,35.45,0.04,0.01,0.83,0.52,0.52,0.53,0.53,0,0,0
