Time,v_LO_control,v_LE_control,c_LO_measured,c_RE_measured
2241,0.5,0.5,14.87,54.96
2242,0.5,0.5,14.87,54.96
2243,0.5,0.5,14.88,54.97
2244,0.5,0.5,14.87,54.96
2245,0.5,0.5,14.87,54.96
2246,0.5,0.5,14.87,54.96
2247,0.5,0.5,14.87,54.96
2248,0.5,0.5,14.87,54.96
2249,0.5,0.5,14.87,54.96
2250,0.5,0.5,14.87,54.96
2251,0.5,0.5,14.87,54.96
2252,0.5,0.5,14.88,54.97
2253,0.5,0.5,14.87,54.96
2254,0.5,0.5,14.87,54.96
2255,0.5,0.5,14.87,54.96
2256,0.5,0.5,14.87,54.96
2257,0.5,0.5,14.87,54.96
2258,0.5,0.5,14.87,54.96
2259,0.5,0.5,14.87,54.96
2260,0.5,0.5,14.87,54.96
2261,0.5,0.5,14.87,54.96
2262,0.5,0.5,14.87,54.96
2263,0.5,0.5,14.87,54.96
2264,0.5,0.5,14.87,54.96
2265,0.5,0.5,14.87,54.96
2266,0.5,0.5,14.87,54.96
2267,0.5,0.5,14.86,54.95
2268,0.5,0.5,14.87,54.96
2269,0.5,0.5,14.87,54.96
2270,0.5,0.5,14.87,54.96
2271,0.5,0.5,14.87,54.96
2272,0.5,0.5,14.87,54.96
2273,0.5,0.5,14.87,54.96
2274,0.5,0.5,14.87,54.96
2275,0.5,0.5,14.87,54.96
2276,0.5,0.5,14.87,54.96
2277,0.5,0.5,14.87,54.96
2278,0.5,0.5,14.87,54.96
2279,0.5,0.5,14.87,54.96
2280,0.5,0.5,14.87,54.96
2281,0.5,0.5,14.87,54.96
2282,0.5,0.5,14.87,54.96
2283,0.5,0.5,14.87,54.96
2284,0.5,0.5,14.87,54.96
2285,0.5,0.5,14.87,54.96
2286,0.5,0.5,14.87,54.96
2287,0.5,0.5,14.87,54.96
2288,0.5,0.5,14.87,54.96
2289,0.5,0.5,14.87,54.96
2290,0.5,0.5,14.87,54.96
2291,0.5,0.5,14.87,54.96
2292,0.5,0.5,14.87,54.96
2293,0.5,0.5,14.87,54.96
2294,0.5,0.5,14.87,54.96
2295,0.5,0.5,14.87,54.96
2296,0.5,0.5,14.87,54.96
2297,0.5,0.5,14.87,54.96
2298,0.5,0.5,14.87,54.96
2299,0.5,0.5,14.88,54.97
2300,0.5,0.5,14.87,54.96
2301,0.5,0.5,14.87,54.96
2302,0.5,0.5,14.87,54.96
2303,0.5,0.5,14.87,54.96
2304,0.5,0.5,14.87,54.96
2305,0.5,0.5,14.87,54.96
2306,0.5,0.5,14.87,54.96
2307,0.5,0.5,14.86,54.95
2308,0.5,0.5,14.87,54.96
2309,0.5,0.5,14.87,54.96
2310,0.5,0.5,14.87,54.96
2311,0.5,0.5,14.87,54.96
2312,0.5,0.5,14.87,54.96
2313,0.5,0.5,14.87,54.96
2314,0.5,0.5,14.87,54.96
2315,0.5,0.5,14.87,54.96
2316,0.5,0.5,14.86,54.95
2317,0.5,0.5,14.87,54.96
2318,0.5,0.5,14.88,54.97
2319,0.5,0.5,14.86,54.95
2320,0.5,0.5,14.87,54.96
2321,0.5,0.5,14.87,54.96
2322,0.5,0.5,14.87,54.96
2323,0.5,0.5,14.87,54.96
2324,0.5,0.5,14.87,54.96
2325,0.5,0.5,14.87,54.96
2326,0.5,0.5,14.87,54.96
2327,0.5,0.5,14.87,54.96
2328,0.5,0.5,14.87,54.96
2329,0.5,0.5,14.87,54.96
2330,0.5,0.5,14.87,54.96
2331,0.5,0.5,14.88,54.97
2332,0.5,0.5,14.87,54.96
2333,0.5,0.5,14.87,54.96
2334,0.5,0.5,14.87,54.96
2335,0.5,0.5,14.87,54.96
2336,0.5,0.5,14.87,54.96
2337,0.5,0.5,14.87,54.96
2338,0.5,0.5,14.87,54.96
2339,0.5,0.5,14.87,54.96
2340,0.5,0.5,14.87,54.96
2341,0.5,0.5,14.87,54.96
2342,0.5,0.5,14.87,54.96
2343,0.5,0.5,14.87,54.96
2344,0.5,0.5,14.87,54.96
2345,0.5,0.5,14.87,54.96
2346,0.5,0.5,14.87,54.96
2347,0.5,0.5,14.87,54.96
2348,0.5,0.5,14.87,54.96
2349,0.5,0.5,14.87,54.96
2350,0.5,0.5,14.87,54.96
2351,0.5,0.5,14.87,54.96
2352,0.5,0.5,14.88,54.97
2353,0.5,0.5,14.87,54.96
2354,0.5,0.5,14.87,54.96
2355,0.5,0.5,14.88,54.97
2356,0.5,0.5,14.87,54.96
2357,0.5,0.5,14.87,54.96
2358,0.5,0.5,14.87,54.96
2359,0.5,0.5,14.87,54.96
2360,0.5,0.5,14.87,54.96
2361,0.5,0.5,14.87,54.96
2362,0.5,0.5,14.87,54.96
2363,0.5,0.5,14.87,54.96
2364,0.5,0.5,14.87,54.96
2365,0.5,0.5,14.87,54.96
2366,0.5,0.5,14.87,54.96
2367,0.5,0.5,14.87,54.96
2368,0.5,0.5,14.87,54.96
2369,0.5,0.5,14.88,54.97
2370,0.5,0.5,14.87,54.96
2371,0.5,0.5,14.87,54.96
2372,0.5,0.5,14.87,54.96
2373,0.5,0.5,14.87,54.96
2374,0.5,0.5,14.87,54.96
2375,0.5,0.5,14.87,54.96
2376,0.5,0.5,14.87,54.96
2377,0.5,0.5,14.87,54.96
2378,0.5,0.5,14.87,54.96
2379,0.5,0.5,14.87,54.96
2380,0.5,0.5,14.88,54.97
2381,0.5,0.5,14.87,54.96
2382,0.5,0.5,14.87,54.96
2383,0.5,0.5,14.87,54.96
2384,0.5,0.5,14.87,54.96
2385,0.5,0.5,14.87,54.96
2386,0.5,0.5,14.87,54.96
2387,0.5,0.5,14.87,54.96
2388,0.5,0.5,14.87,54.96
2389,0.5,0.5,14.87,54.96
2390,0.5,0.5,14.88,54.97
2391,0.5,0.5,14.87,54.96
2392,0.5,0.5,14.87,54.96
2393,0.5,0.5,14.87,54.96
2394,0.5,0.5,14.87,54.96
2395,0.5,0.5,14.87,54.96
2396,0.5,0.5,14.87,54.96
2397,0.5,0.5,14.87,54.96
2398,0.5,0.5,14.87,54.96
2399,0.5,0.5,14.87,54.96
2400,0.5,0.5,14.87,54.96
2401,0.5,0.5,14.87,54.96
2402,0.5,0.5,14.87,54.96
2403,0.5,0.5,14.87,54.96
2404,0.5,0.5,14.87,54.96
2405,0.5,0.5,14.87,54.96
2406,0.5,0.5,14.87,54.96
2407,0.5,0.5,14.87,54.96
2408,0.5,0.5,14.87,54.96
2409,0.5,0.5,14.87,54.96
2410,0.5,0.5,14.87,54.96
2411,0.5,0.5,14.87,54.96
2412,0.5,0.5,14.87,54.96
2413,0.5,0.5,14.87,54.96
2414,0.5,0.5,14.87,54.96
2415,0.5,0.5,14.87,54.96
2416,0.5,0.5,14.87,54.96
2417,0.5,0.5,14.87,54.96
2418,0.5,0.5,14.87,54.96
2419,0.5,0.5,14.87,54.96
2420,0.5,0.5,14.87,54.96
2421,0.5,0.5,14.87,54.96
2422,0.5,0.5,14.87,54.96
2423,0.5,0.5,14.86,54.95
2424,0.5,0.5,14.87,54.96
2425,0.5,0.5,14.87,54.96
2426,0.5,0.5,14.87,54.96
2427,0.5,0.5,14.87,54.96
2428,0.5,0.5,14.87,54.96
2429,0.5,0.5,14.88,54.97
2430,0.5,0.5,14.87,54.96
2431,0.5,0.5,14.87,54.96
2432,0.5,0.5,14.87,54.96
2433,0.5,0.5,14.87,54.96
2434,0.5,0.5,14.87,54.96
2435,0.5,0.5,14.87,54.96
2436,0.5,0.5,14.87,54.96
2437,0.5,0.5,14.87,54.96
2438,0.5,0.5,14.87,54.96
2439,0.5,0.5,14.87,54.96
2440,0.5,0.5,14.87,54.96
2441,0.5,0.5,14.87,54.96
2442,0.5,0.5,14.87,54.96
2443,0.5,0.5,14.87,54.96
2444,0.5,0.5,14.87,54.96
2445,0.5,0.5,14.86,54.95
2446,0.5,0.5,14.87,54.96
2447,0.5,0.5,14.87,54.96
2448,0.5,0.5,14.87,54.96
2449,0.5,0.5,14.87,54.96
2450,0.5,0.5,14.87,54.96
2451,0.5,0.5,14.87,54.96
2452,0.5,0.5,14.87,54.96
2453,0.5,0.5,14.87,54.96
2454,0.5,0.5,14.87,54.96
2455,0.5,0.5,14.86,54.95
2456,0.5,0.5,14.87,54.96
2457,0.5,0.5,14.87,54.96
2458,0.5,0.5,14.87,54.96
2459,0.5,0.5,14.87,54.96
2460,0.5,0.5,14.87,54.96
2461,0.5,0.5,14.87,54.96
2462,0.5,0.5,14.87,54.96
2463,0.5,0.5,14.87,54.96
2464,0.5,0.5,14.87,54.96
2465,0.5,0.5,14.87,54.96
2466,0.5,0.5,14.87,54.96
2467,0.5,0.5,14.87,54.96
2468,0.5,0.5,14.87,54.96
2469,0.5,0.5,14.87,54.96
2470,0.5,0.5,14.87,54.96
2471,0.5,0.5,14.87,54.96
2472,0.5,0.5,14.87,54.96
2473,0.5,0.5,14.88,54.97
2474,0.5,0.5,14.87,54.96
2475,0.5,0.5,14.86,54.95
2476,0.5,0.5,14.87,54.96
2477,0.5,0.5,14.87,54.96
2478,0.5,0.5,14.86,54.95
2479,0.5,0.5,14.87,54.96
2480,0.5,0.5,14.87,54.96
2481,0.5,0.5,14.87,54.96
2482,0.5,0.5,14.87,54.96
2483,0.5,0.5,14.87,54.96
2484,0.5,0.5,14.87,54.96
2485,0.5,0.5,14.87,54.96
2486,0.5,0.5,14.87,54.96
2487,0.5,0.5,14.87,54.96
2488,0.5,0.5,14.87,54.96
2489,0.5,0.5,14.88,54.97
2490,0.5,0.5,14.87,54.96
2491,0.5,0.5,14.87,54.96
2492,0.5,0.5,14.87,54.96
2493,0.5,0.5,14.87,54.96
2494,0.5,0.5,14.87,54.96
2495,0.5,0.5,14.87,54.96
2496,0.5,0.5,14.87,54.96
2497,0.5,0.5,14.87,54.96
2498,0.5,0.5,14.87,54.96
2499,0.5,0.5,14.87,54.96
2500,0.5,0.5,14.87,54.96
2501,0.5,0.5,14.87,54.96
2502,0.5,0.5,14.87,54.96
2503,0.5,0.5,14.87,54.96
2504,0.5,0.5,14.87,54.96
2505,0.5,0.5,14.87,54.96
2506,0.5,0.5,14.87,54.96
2507,0.5,0.5,14.87,54.96
2508,0.5,0.5,14.87,54.96
2509,0.5,0.5,14.87,54.96
2510,0.5,0.5,14.87,54.96
2511,0.5,0.5,14.87,54.96
2512,0.5,0.5,14.87,54.96
2513,0.5,0.5,14.87,54.96
2514,0.5,0.5,14.87,54.96
2515,0.5,0.5,14.87,54.96
2516,0.5,0.5,14.87,54.96
2517,0.5,0.5,14.87,54.96
2518,0.5,0.5,14.87,54.96
2519,0.5,0.5,14.87,54.96
2520,0.5,0.5,14.87,54.96
2521,0.5,0.5,14.87,54.96
2522,0.5,0.5,14.87,54.96
2523,0.5,0.5,14.86,54.95
2524,0.5,0.5,14.87,54.96
2525,0.5,0.5,14.87,54.96
2526,0.5,0.5,14.87,54.96
2527,0.5,0.5,14.87,54.96
2528,0.5,0.5,14.88,54.97
2529,0.5,0.5,14.87,54.96
2530,0.5,0.5,14.87,54.96
2531,0.5,0.5,14.87,54.96
2532,0.5,0.5,14.87,54.96
2533,0.5,0.5,14.88,54.97
2534,0.5,0.5,14.87,54.96
2535,0.5,0.5,14.87,54.96
2536,0.5,0.5,14.87,54.96
2537,0.5,0.5,14.87,54.96
2538,0.5,0.5,14.87,54.96
2539,0.5,0.5,14.87,54.96
2540,0.5,0.5,14.87,54.96
2541,0.5,0.5,14.87,54.96
2542,0.5,0.5,14.88,54.97
2543,0.5,0.5,14.87,54.96
2544,0.5,0.5,14.87,54.96
2545,0.5,0.5,14.88,54.97
2546,0.5,0.5,14.87,54.96
2547,0.5,0.5,14.87,54.96
2548,0.5,0.5,14.87,54.96
2549,0.5,0.5,14.87,54.96
2550,0.5,0.5,14.87,54.96
2551,0.5,0.5,14.87,54.96
2552,0.5,0.5,14.87,54.96
2553,0.5,0.5,14.87,54.96
2554,0.5,0.5,14.87,54.96
2555,0.5,0.5,14.87,54.96
2556,0.5,0.5,14.88,54.97
2557,0.5,0.5,14.87,54.96
2558,0.5,0.5,14.87,54.96
2559,0.5,0.5,14.87,54.96
2560,0.5,0.5,14.87,54.96
2561,0.5,0.5,14.87,54.96
2562,0.5,0.5,14.87,54.96
2563,0.5,0.5,14.87,54.96
2564,0.5,0.5,14.87,54.96
2565,0.5,0.5,14.87,54.96
2566,0.5,0.5,14.87,54.96
2567,0.5,0.5,14.87,54.96
2568,0.5,0.5,14.87,54.96
2569,0.5,0.5,14.87,54.96
2570,0.5,0.5,14.87,54.96
2571,0.5,0.5,14.87,54.96
2572,0.5,0.5,14.87,54.96
2573,0.5,0.5,14.87,54.96
2574,0.5,0.5,14.87,54.96
2575,0.5,0.5,14.87,54.96
2576,0.5,0.5,14.87,54.96
2577,0.5,0.5,14.88,54.97
2578,0.5,0.5,14.87,54.96
2579,0.5,0.5,14.87,54.96
2580,0.5,0.5,14.87,54.96
2581,0.5,0.5,14.87,54.96
2582,0.5,0.5,14.86,54.95
2583,0.5,0.5,14.87,54.96
2584,0.5,0.5,14.87,54.96
2585,0.5,0.5,14.87,54.96
2586,0.5,0.5,14.87,54.96
2587,0.5,0.5,14.87,54.96
2588,0.5,0.5,14.87,54.96
2589,0.5,0.5,14.87,54.96
2590,0.5,0.5,14.87,54.96
2591,0.5,0.5,14.87,54.96
2592,0.5,0.5,14.87,54.96
2593,0.5,0.5,14.87,54.96
2594,0.5,0.5,14.87,54.96
2595,0.5,0.5,14.88,54.97
2596,0.5,0.5,14.86,54.95
2597,0.5,0.5,14.87,54.96
2598,0.5,0.5,14.87,54.96
2599,0.5,0.5,14.87,54.96
2600,0.5,0.5,14.87,54.96
2601,0.5,0.5,14.87,54.96
2602,0.5,0.5,14.87,54.96
2603,0.5,0.5,14.87,54.96
2604,0.5,0.5,14.87,54.96
2605,0.5,0.5,14.87,54.96
2606,0.5,0.5,14.87,54.96
2607,0.5,0.5,14.87,54.96
2608,0.5,0.5,14.87,54.96
2609,0.5,0.5,14.87,54.96
2610,0.5,0.5,14.87,54.96
2611,0.5,0.5,14.87,54.96
2612,0.5,0.5,14.87,54.96
2613,0.5,0.5,14.87,54.96
2614,0.5,0.5,14.87,54.96
2615,0.5,0.5,14.87,54.96
2616,0.5,0.5,14.87,54.96
2617,0.5,0.5,14.87,54.96
2618,0.5,0.5,14.87,54.96
2619,0.5,0.5,14.87,54.96
2620,0.5,0.5,14.87,54.96
2621,0.5,0.5,14.87,54.96
2622,0.5,0.5,14.87,54.96
2623,0.5,0.5,14.87,54.96
2624,0.5,0.5,14.87,54.96
2625,0.5,0.5,14.87,54.96
2626,0.5,0.5,14.87,54.96
2627,0.5,0.5,14.87,54.96
2628,0.5,0.5,14.87,54.96
2629,0.5,0.5,14.87,54.96
2630,0.5,0.5,14.87,54.96
2631,0.5,0.5,14.87,54.96
2632,0.5,0.5,14.87,54.96
2633,0.5,0.5,14.87,54.96
2634,0.5,0.5,14.88,54.97
2635,0.5,0.5,14.87,54.96
2636,0.5,0.5,14.88,54.97
2637,0.5,0.5,14.87,54.96
2638,0.5,0.5,14.87,54.96
2639,0.5,0.5,14.87,54.96
2640,0.5,0.5,14.88,54.97
2641,0.5,0.5,14.87,54.96
2642,0.5,0.5,14.87,54.96
2643,0.5,0.5,14.87,54.96
2644,0.5,0.5,14.87,54.96
2645,0.5,0.5,14.87,54.96
2646,0.5,0.5,14.87,54.96
2647,0.5,0.5,14.87,54.96
2648,0.5,0.5,14.87,54.96
2649,0.5,0.5,14.87,54.96
2650,0.5,0.5,14.87,54.96
2651,0.5,0.5,14.87,54.96
2652,0.5,0.5,14.87,54.96
2653,0.5,0.5,14.87,54.96
2654,0.5,0.5,14.87,54.96
2655,0.5,0.5,14.87,54.96
2656,0.5,0.5,14.87,54.96
2657,0.5,0.5,14.87,54.96
2658,0.5,0.5,14.87,54.96
2659,0.5,0.5,14.87,54.96
2660,0.5,0.5,14.87,54.96
2661,0.5,0.5,14.87,54.96
2662,0.5,0.5,14.87,54.96
2663,0.5,0.5,14.87,54.96
2664,0.5,0.5,14.88,54.97
2665,0.5,0.5,14.87,54.96
2666,0.5,0.5,14.87,54.96
2667,0.5,0.5,14.87,54.96
2668,0.5,0.5,14.87,54.96
2669,0.5,0.5,14.87,54.96
2670,0.5,0.5,14.87,54.96
2671,0.5,0.5,14.87,54.96
2672,0.5,0.5,14.87,54.96
2673,0.5,0.5,14.87,54.96
2674,0.5,0.5,14.87,54.96
2675,0.5,0.5,14.87,54.96
2676,0.5,0.5,14.87,54.96
2677,0.5,0.5,14.87,54.96
2678,0.5,0.5,14.87,54.96
2679,0.5,0.5,14.87,54.96
2680,0.5,0.5,14.87,54.96
2681,0.5,0.5,14.87,54.96
2682,0.5,0.5,14.87,54.96
2683,0.5,0.5,14.87,54.96
2684,0.5,0.5,14.87,54.96
2685,0.5,0.5,14.87,54.96
2686,0.5,0.5,14.87,54.96
2687,0.5,0.5,14.87,54.96
2688,0.5,0.5,14.87,54.96
2689,0.5,0.5,14.87,54.96
2690,0.5,0.5,14.87,54.96
2691,0.5,0.5,14.87,54.96
2692,0.5,0.5,14.86,54.95
2693,0.5,0.5,14.87,54.96
2694,0.5,0.5,14.87,54.96
2695,0.5,0.5,14.87,54.96
2696,0.5,0.5,14.87,54.96
2697,0.5,0.5,14.87,54.96
2698,0.5,0.5,14.87,54.96
2699,0.5,0.5,14.87,54.96
2700,0.5,0.5,14.88,54.97
2701,0.5,0.5,14.87,54.96
2702,0.5,0.5,14.87,54.96
2703,0.5,0.5,14.87,54.96
2704,0.5,0.5,14.87,54.96
2705,0.5,0.5,14.88,54.96
2706,0.5,0.5,14.87,54.96
2707,0.5,0.5,14.88,54.96
2708,0.5,0.5,14.87,54.95
2709,0.5,0.5,14.87,54.96
2710,0.5,0.5,14.87,54.95
2711,0.5,0.5,14.87,54.96
2712,0.5,0.5,14.87,54.95
2713,0.5,0.5,14.87,54.95
2714,0.5,0.5,14.87,54.95
2715,0.5,0.5,14.87,54.95
2716,0.5,0.5,14.88,54.95
2717,0.5,0.5,14.87,54.95
2718,0.5,0.5,14.86,54.94
2719,0.5,0.5,14.87,54.94
2720,0.5,0.5,14.87,54.94
2721,0.5,0.5,14.87,54.95
2722,0.5,0.5,14.87,54.94
2723,0.5,0.5,14.87,54.94
2724,0.5,0.5,14.87,54.94
2725,0.5,0.5,14.88,54.95
2726,0.5,0.5,14.87,54.94
2727,0.5,0.5,14.87,54.94
2728,0.5,0.5,14.87,54.94
2729,0.5,0.5,14.87,54.94
2730,0.5,0.5,14.87,54.94
2731,0.5,0.5,14.88,54.95
2732,0.5,0.5,14.87,54.94
2733,0.5,0.5,14.87,54.94
2734,0.5,0.5,14.87,54.94
2735,0.5,0.5,14.87,54.94
2736,0.5,0.5,14.87,54.94
2737,0.5,0.5,14.87,54.94
2738,0.5,0.5,14.87,54.94
2739,0.5,0.5,14.87,54.94
2740,0.5,0.5,14.88,54.94
2741,0.5,0.5,14.87,54.94
2742,0.5,0.5,14.87,54.94
2743,0.5,0.5,14.87,54.93
2744,0.5,0.5,14.87,54.94
2745,0.5,0.5,14.87,54.94
2746,0.5,0.5,14.87,54.94
2747,0.5,0.5,14.88,54.94
2748,0.5,0.5,14.87,54.94
2749,0.5,0.5,14.87,54.94
2750,0.5,0.5,14.88,54.95
2751,0.5,0.5,14.87,54.94
2752,0.5,0.5,14.87,54.94
2753,0.5,0.5,14.87,54.94
2754,0.5,0.5,14.87,54.94
2755,0.5,0.5,14.87,54.94
2756,0.5,0.5,14.87,54.94
2757,0.5,0.5,14.87,54.94
2758,0.5,0.5,14.87,54.94
2759,0.5,0.5,14.87,54.94
2760,0.5,0.5,14.87,54.94
2761,0.5,0.5,14.87,54.94
2762,0.5,0.5,14.87,54.94
2763,0.5,0.5,14.87,54.94
2764,0.5,0.5,14.87,54.94
2765,0.5,0.5,14.87,54.94
2766,0.5,0.5,14.87,54.94
2767,0.5,0.5,14.87,54.94
2768,0.5,0.5,14.88,54.94
2769,0.5,0.5,14.87,54.94
2770,0.5,0.5,14.87,54.94
2771,0.5,0.5,14.88,54.95
2772,0.5,0.5,14.87,54.94
2773,0.5,0.5,14.87,54.94
2774,0.5,0.5,14.86,54.93
2775,0.5,0.5,14.87,54.94
2776,0.5,0.5,14.87,54.94
2777,0.5,0.5,14.87,54.94
2778,0.5,0.5,14.88,54.95
2779,0.5,0.5,14.87,54.94
2780,0.5,0.5,14.87,54.94
2781,0.5,0.5,14.87,54.94
2782,0.5,0.5,14.87,54.94
2783,0.5,0.5,14.87,54.94
2784,0.5,0.5,14.87,54.94
2785,0.5,0.5,14.87,54.94
2786,0.5,0.5,14.88,54.94
2787,0.5,0.5,14.87,54.94
2788,0.5,0.5,14.87,54.94
2789,0.5,0.5,14.87,54.94
2790,0.5,0.5,14.87,54.94
2791,0.5,0.5,14.87,54.94
2792,0.5,0.5,14.87,54.93
2793,0.5,0.5,14.87,54.94
2794,0.5,0.5,14.87,54.94
2795,0.5,0.5,14.87,54.94
2796,0.5,0.5,14.87,54.93
2797,0.5,0.5,14.87,54.94
2798,0.5,0.5,14.87,54.94
2799,0.5,0.5,14.87,54.94
2800,0.5,0.5,14.87,54.94
2801,0.5,0.5,14.87,54.94
2802,0.5,0.5,14.87,54.94
2803,0.5,0.5,14.87,54.94
2804,0.5,0.5,14.87,54.94
2805,0.5,0.5,14.87,54.94
2806,0.5,0.5,14.87,54.94
2807,0.5,0.5,14.87,54.94
2808,0.5,0.5,14.87,54.94
2809,0.5,0.5,14.87,54.94
2810,0.5,0.5,14.87,54.94
2811,0.5,0.5,14.87,54.94
2812,0.5,0.5,14.87,54.94
2813,0.5,0.5,14.87,54.94
2814,0.5,0.5,14.87,54.94
2815,0.5,0.5,14.87,54.94
2816,0.5,0.5,14.87,54.94
2817,0.5,0.5,14.87,54.94
2818,0.5,0.5,14.87,54.94
2819,0.5,0.5,14.88,54.94
2820,0.5,0.5,14.87,54.94
2821,0.5,0.5,14.87,54.94
2822,0.5,0.5,14.87,54.94
2823,0.5,0.5,14.87,54.94
2824,0.5,0.5,14.86,54.93
2825,0.5,0.5,14.87,54.94
2826,0.5,0.5,14.87,54.94
2827,0.5,0.5,14.88,54.95
2828,0.5,0.5,14.87,54.94
2829,0.5,0.5,14.87,54.94
2830,0.5,0.5,14.87,54.94
2831,0.5,0.5,14.87,54.94
2832,0.5,0.5,14.87,54.94
2833,0.5,0.5,14.87,54.94
2834,0.5,0.5,14.87,54.94
2835,0.5,0.5,14.87,54.94
2836,0.5,0.5,14.87,54.94
2837,0.5,0.5,14.87,54.94
2838,0.5,0.5,14.87,54.94
2839,0.5,0.5,14.87,54.94
2840,0.5,0.5,14.87,54.94
2841,0.5,0.5,14.87,54.94
2842,0.5,0.5,14.87,54.94
2843,0.5,0.5,14.87,54.94
2844,0.5,0.5,14.87,54.94
2845,0.5,0.5,14.87,54.94
2846,0.5,0.5,14.87,54.94
2847,0.5,0.5,14.87,54.94
2848,0.5,0.5,14.86,54.93
2849,0.5,0.5,14.87,54.94
2850,0.5,0.5,14.88,54.94
2851,0.5,0.5,14.87,54.94
2852,0.5,0.5,14.87,54.94
2853,0.5,0.5,14.87,54.94
2854,0.5,0.5,14.87,54.94
2855,0.5,0.5,14.87,54.94
2856,0.5,0.5,14.87,54.94
2857,0.5,0.5,14.87,54.94
2858,0.5,0.5,14.87,54.94
2859,0.5,0.5,14.87,54.94
2860,0.5,0.5,14.87,54.94
2861,0.5,0.5,14.87,54.94
2862,0.5,0.5,14.87,54.94
2863,0.5,0.5,14.87,54.94
2864,0.5,0.5,14.87,54.94
2865,0.5,0.5,14.87,54.94
2866,0.5,0.5,14.87,54.94
2867,0.5,0.5,14.87,54.94
2868,0.5,0.5,14.87,54.94
2869,0.5,0.5,14.88,54.95
2870,0.5,0.5,14.87,54.94
2871,0.5,0.5,14.87,54.94
2872,0.5,0.5,14.87,54.94
2873,0.5,0.5,14.87,54.94
2874,0.5,0.5,14.87,54.94
2875,0.5,0.5,14.87,54.94
2876,0.5,0.5,14.87,54.94
2877,0.5,0.5,14.87,54.94
2878,0.5,0.5,14.86,54.93
2879,0.5,0.5,14.87,54.94
2880,0.5,0.5,14.87,54.93
2881,0.5,0.5,14.87,54.94
2882,0.5,0.5,14.87,54.94
2883,0.5,0.5,14.87,54.93
2884,0.5,0.5,14.87,54.94
2885,0.5,0.5,14.87,54.94
2886,0.5,0.5,14.87,54.94
2887,0.5,0.5,14.88,54.94
2888,0.5,0.5,14.87,54.94
2889,0.5,0.5,14.87,54.94
2890,0.5,0.5,14.87,54.94
2891,0.5,0.5,14.87,54.94
2892,0.5,0.5,14.87,54.94
2893,0.5,0.5,14.87,54.94
2894,0.5,0.5,14.87,54.94
2895,0.5,0.5,14.87,54.94
2896,0.5,0.5,14.87,54.94
2897,0.5,0.5,14.87,54.93
2898,0.5,0.5,14.87,54.94
2899,0.5,0.5,14.87,54.93
2900,0.5,0.5,14.87,54.94
2901,0.5,0.5,14.87,54.94
2902,0.5,0.5,14.87,54.94
2903,0.5,0.5,14.87,54.94
2904,0.5,0.5,14.87,54.94
2905,0.5,0.5,14.87,54.94
2906,0.5,0.5,14.87,54.94
2907,0.5,0.5,14.87,54.94
2908,0.5,0.5,14.87,54.94
2909,0.5,0.5,14.87,54.94
2910,0.5,0.5,14.87,54.94
2911,0.5,0.5,14.88,54.94
2912,0.5,0.5,14.87,54.94
2913,0.5,0.5,14.87,54.94
2914,0.5,0.5,14.87,54.94
2915,0.5,0.5,14.87,54.94
2916,0.5,0.5,14.87,54.94
2917,0.5,0.5,14.87,54.94
2918,0.5,0.5,14.87,54.94
2919,0.5,0.5,14.87,54.94
2920,0.5,0.5,14.87,54.94
2921,0.5,0.5,14.87,54.94
2922,0.5,0.5,14.87,54.94
2923,0.5,0.5,14.87,54.94
2924,0.5,0.5,14.87,54.94
2925,0.5,0.5,14.87,54.94
2926,0.5,0.5,14.87,54.94
2927,0.5,0.5,14.87,54.94
2928,0.5,0.5,14.87,54.94
2929,0.5,0.5,14.87,54.94
2930,0.5,0.5,14.87,54.94
2931,0.5,0.5,14.87,54.94
2932,0.5,0.5,14.87,54.94
2933,0.5,0.5,14.87,54.94
2934,0.5,0.5,14.87,54.93
2935,0.5,0.5,14.87,54.94
2936,0.5,0.5,14.87,54.93
2937,0.5,0.5,14.88,54.94
2938,0.5,0.5,14.87,54.94
2939,0.5,0.5,14.87,54.93
2940,0.5,0.5,14.87,54.93
2941,0.5,0.5,14.87,54.94
2942,0.5,0.5,14.88,54.94
2943,0.5,0.5,14.87,54.94
2944,0.5,0.5,14.87,54.94
2945,0.5,0.5,14.87,54.94
2946,0.5,0.5,14.87,54.94
2947,0.5,0.5,14.87,54.94
2948,0.5,0.5,14.87,54.94
2949,0.5,0.5,14.87,54.94
2950,0.5,0.5,14.87,54.94
2951,0.5,0.5,14.87,54.94
2952,0.5,0.5,14.87,54.94
2953,0.5,0.5,14.87,54.94
2954,0.5,0.5,14.88,54.95
2955,0.5,0.5,14.87,54.94
2956,0.5,0.5,14.87,54.94
2957,0.5,0.5,14.87,54.94
2958,0.5,0.5,14.86,54.93
2959,0.5,0.5,14.87,54.94
2960,0.5,0.5,14.87,54.94
2961,0.5,0.5,14.87,54.94
2962,0.5,0.5,14.88,54.94
2963,0.5,0.5,14.87,54.94
2964,0.5,0.5,14.87,54.94
2965,0.5,0.5,14.87,54.94
2966,0.5,0.5,14.87,54.94
2967,0.5,0.5,14.87,54.94
2968,0.5,0.5,14.87,54.94
2969,0.5,0.5,14.87,54.94
2970,0.5,0.5,14.87,54.94
2971,0.5,0.5,14.87,54.94
2972,0.5,0.5,14.87,54.94
2973,0.5,0.5,14.87,54.94
2974,0.5,0.5,14.87,54.94
2975,0.5,0.5,14.87,54.94
