Time,c_LO_measured,c_RE_measured,f_PLSP_measured,f_PLSS_measured,f_LO_measured,f_LE_measured,c_PLS_measured,c_LE_measured,c_RaffP_measured,c_RaffS_measured,c_BO_measured,v_LO_control,v_LO_valve,v_LE_control,v_LE_valve,v_LO_state,v_LE_state,process_state
254460,14.93,55.17,242.89,258.96,246.19,214.33,6.53,39.75,0,0.03,0.81,0.42,0.42,0.55,0.55,0,0,0
254490,14.87,55.16,254.2,254.82,237.72,218.34,6.51,39.76,0,0.01,0.84,0.43,0.43,0.55,0.55,0,0,0
254520,14.82,55.21,247.98,255,228.35,215.56,6.48,39.69,0.03,0.02,0.8,0.42,0.42,0.55,0.55,0,0,0
254550,14.92,55.18,247.41,259.23,240.96,217.65,6.48,39.73,0.06,0,0.84,0.42,0.42,0.55,0.55,0,0,0
254580,14.91,55.2,252.3,257.58,237.49,217.17,6.51,39.74,0.01,0.06,0.86,0.43,0.43,0.55,0.55,0,0,0
254610,14.8,55.18,263.69,263.11,244.54,215.66,6.52,39.73,0.03,0,0.87,0.44,0.44,0.55,0.55,0,0,0
254640,14.88,55.14,244.26,249,221.18,212.74,6.48,39.72,0.04,0,0.87,0.41,0.41,0.55,0.55,0,0,0
254670,14.87,55.07,254.48,244.06,220.84,211.85,6.47,39.73,0,0,0.82,0.41,0.41,0.55,0.55,0,0,0
254700,14.89,55.12,250.69,258.02,238.61,214.89,6.56,39.72,0,0.04,0.84,0.43,0.43,0.55,0.55,0,0,0
254730,14.9,55.16,241.39,250.15,225.37,222.71,6.5,39.72,0,0.02,0.79,0.41,0.41,0.55,0.55,0,0,0
254760,14.87,55.17,251.68,246.93,228.62,213.21,6.52,39.75,0.01,0.02,0.85,0.42,0.42,0.55,0.55,0,0,0
254790,14.89,55.2,253.05,254.67,238.91,207.74,6.52,39.66,0.01,0.03,0.87,0.43,0.43,0.55,0.55,0,0,0
254820,14.86,55.06,254.15,247.14,224.14,210.44,6.51,39.72,0,0.03,0.88,0.42,0.42,0.55,0.55,0,0,0
254850,14.86,55.15,240.96,255.3,239.22,209.47,6.5,39.73,0.01,0.02,0.89,0.41,0.41,0.55,0.55,0,0,0
254880,14.83,55.16,250.87,257.77,242.52,213.3,6.54,39.8,0.01,0,0.88,0.43,0.43,0.55,0.55,0,0,0
254910,14.84,55.21,248.75,251.8,231.14,216.36,6.59,39.8,0,0.03,0.79,0.42,0.42,0.55,0.55,0,0,0
254940,14.87,55.22,248.53,248.38,230.5,216.83,6.52,39.68,0.01,0.02,0.87,0.42,0.42,0.55,0.55,0,0,0
254970,14.8,55.18,253.18,247.67,226.43,215.92,6.57,39.75,0,0.02,0.85,0.42,0.42,0.55,0.55,0,0,0
255000,14.91,55.05,255.97,259.17,238.57,215.07,6.53,39.68,0.01,0,0.87,0.43,0.43,0.55,0.55,0,0,0
255030,14.88,55.14,252.55,253.57,245.86,218.48,6.53,39.72,0.05,0.01,0.83,0.43,0.43,0.55,0.55,0,0,0
255060,14.87,55.23,252.77,253.27,237.86,218.34,6.54,39.72,0.02,0.02,0.83,0.43,0.43,0.55,0.55,0,0,0
255090,14.91,55.16,247.68,250.95,225.14,213.47,6.5,39.73,0.01,0.01,0.81,0.42,0.42,0.55,0.55,0,0,0
255120,14.89,55.11,251.65,258.82,237.64,215.49,6.5,39.74,0,0.07,0.78,0.43,0.43,0.55,0.55,0,0,0
255150,14.82,55.15,244.38,254.63,229.12,212.52,6.5,39.74,0.03,0.02,0.83,0.42,0.42,0.55,0.55,0,0,0
255180,14.89,55.15,249.13,250.69,237.12,210.55,6.49,39.7,0.01,0.03,0.89,0.42,0.42,0.55,0.55,0,0,0
255210,14.88,55.22,254.1,254.29,241.39,213.64,6.5,39.72,0.01,0.01,0.9,0.42,0.42,0.55,0.55,0,0,0
255240,14.85,55.23,239.05,243.98,228.51,213.13,6.53,39.7,0,0.02,0.83,0.4,0.4,0.55,0.55,0,0,0
255270,14.89,55.12,244.96,257.28,238.93,217.87,6.51,39.75,0.02,0,0.84,0.42,0.42,0.55,0.55,0,0,0
255300,14.9,55.09,247.46,255.14,233.22,224.03,6.53,39.75,0,0.04,0.81,0.42,0.42,0.55,0.55,0,0,0
255330,14.87,55.17,249.97,252.65,237.4,211.35,6.57,39.78,0.02,0.05,0.84,0.42,0.42,0.55,0.55,0,0,0
255360,14.85,55.22,247.56,251.26,232.35,216.91,6.52,39.75,0.02,0.02,0.87,0.42,0.42,0.55,0.55,0,0,0
255390,14.88,55.11,248.02,254.65,240.63,215.63,6.56,39.75,0.03,0,0.82,0.42,0.42,0.55,0.55,0,0,0
255420,14.88,55.14,246.05,258.37,235.77,219.09,6.51,39.7,0.02,0,0.83,0.42,0.42,0.55,0.55,0,0,0
255450,14.85,55.12,251.28,259.68,231.44,212.3,6.52,39.78,0.03,0.01,0.81,0.43,0.43,0.55,0.55,0,0,0
255480,14.83,55.22,247.83,243.01,236.49,217.89,6.56,39.81,0,0.02,0.84,0.41,0.41,0.55,0.55,0,0,0
255510,14.85,55.17,247.7,266.26,242.23,210.68,6.56,39.76,0.02,0,0.81,0.43,0.43,0.55,0.55,0,0,0
255540,14.92,55.02,245.35,251.56,232.88,221.31,6.53,39.8,0.01,0.06,0.88,0.42,0.42,0.55,0.55,0,0,0
255570,14.8,55.26,248.15,247.86,224.04,213.77,6.5,39.71,0,0.01,0.84,0.41,0.41,0.55,0.55,0,0,0
255600,14.89,55.19,250.56,258.49,234.33,215,6.53,39.75,0,0.01,0.88,0.43,0.43,0.55,0.55,0,0,0
255630,14.86,55.21,251.94,258.21,242.14,211.58,6.57,39.74,0.03,0,0.9,0.43,0.43,0.55,0.55,0,0,0
255660,14.87,55.1,247.45,247.45,236.6,212.69,6.5,39.82,0.01,0,0.8,0.41,0.41,0.55,0.55,0,0,0
255690,14.9,55.16,244.2,256.03,229.86,206.53,6.5,39.72,0,0.02,0.85,0.42,0.42,0.55,0.55,0,0,0
255720,14.77,55.16,251.72,256.26,230.9,215.79,6.51,39.79,0,0.04,0.85,0.42,0.42,0.55,0.55,0,0,0
255750,14.86,55.23,243.17,250.3,222.87,209.2,6.49,39.81,0,0.02,0.85,0.41,0.41,0.55,0.55,0,0,0
255780,14.87,55.16,250.03,253.83,239.22,213.75,6.52,39.75,0.05,0.02,0.89,0.42,0.42,0.55,0.55,0,0,0
255810,14.88,55.08,250.1,259.67,231.28,215.16,6.53,39.76,0.05,0,0.8,0.43,0.43,0.55,0.55,0,0,0
255840,14.88,55.19,246.45,260.11,242.45,209.09,6.5,39.8,0.01,0,0.83,0.42,0.42,0.55,0.55,0,0,0
255870,14.84,55.06,244.84,263.44,239.61,214.17,6.52,39.76,0.05,0,0.82,0.43,0.43,0.55,0.55,0,0,0
255900,14.85,55.24,248.84,263.76,240.29,216.14,6.55,39.79,0.04,0.03,0.88,0.43,0.43,0.55,0.55,0,0,0
255930,14.9,55.08,243.52,255.4,230.75,213.66,6.5,39.79,0.07,0,0.78,0.42,0.42,0.55,0.55,0,0,0
255960,14.88,55.23,251.45,248.19,241.57,218.37,6.56,39.83,0,0.03,0.84,0.42,0.42,0.55,0.55,0,0,0
255990,14.82,55.18,251.62,257.65,234.94,214.46,6.55,39.78,0,0.01,0.79,0.43,0.43,0.55,0.55,0,0,0
256020,14.83,55.26,261.61,254.03,244.61,212.8,6.55,39.79,0.06,0.05,0.88,0.43,0.43,0.55,0.55,0,0,0
256050,14.77,55.33,253.43,263.11,237.48,215.06,6.54,39.78,0,0.01,0.9,0.43,0.43,0.55,0.55,0,0,0
256080,14.79,55.28,248.57,267.75,242.52,214.06,6.51,39.79,0.02,0.03,0.87,0.43,0.43,0.55,0.55,0,0,0
256110,14.87,55.1,243.53,256.77,234.33,213.34,6.52,39.73,0,0.04,0.91,0.42,0.42,0.55,0.55,0,0,0
256140,14.83,55.21,252.72,260.7,241.19,214.98,6.54,39.83,0,0,0.91,0.43,0.43,0.55,0.55,0,0,0
256170,14.93,55.23,251.53,252.85,234.29,213.98,6.5,39.75,0.01,0.03,0.84,0.42,0.42,0.55,0.55,0,0,0
256200,14.83,55.26,242.23,247.2,223.26,216.94,6.51,39.79,0,0,0.89,0.41,0.41,0.55,0.55,0,0,0
256230,14.91,55.19,251.81,259.06,246.96,219.04,6.57,39.79,0,0.01,0.91,0.43,0.43,0.55,0.55,0,0,0
256260,14.82,55.24,247.53,244.24,232.55,215.36,6.55,39.83,0,0.01,0.92,0.41,0.41,0.55,0.55,0,0,0
256290,14.87,55.06,252.83,256.81,241.49,213.48,6.56,39.79,0,0,0.87,0.43,0.43,0.55,0.55,0,0,0
256320,14.85,55.27,247.51,262.56,235.62,212.37,6.5,39.77,0.03,0,0.85,0.43,0.43,0.55,0.55,0,0,0
256350,14.86,55.22,259.01,252.98,239.73,220.45,6.55,39.79,0,0.01,0.86,0.43,0.43,0.55,0.55,0,0,0
256380,14.9,55.13,251.09,258.6,238.22,213,6.51,39.79,0,0,0.88,0.43,0.43,0.55,0.55,0,0,0
256410,14.93,55.14,244.49,252.62,235.6,219.73,6.51,39.79,0.03,0,0.86,0.42,0.42,0.55,0.55,0,0,0
256440,14.84,55.28,250,263.46,250.97,217.21,6.56,39.77,0,0,0.86,0.43,0.43,0.55,0.55,0,0,0
256470,14.9,55.09,242.03,256.09,223.47,219.96,6.53,39.8,0,0.03,0.85,0.42,0.42,0.55,0.55,0,0,0
256500,14.9,55.21,245.66,254.3,247.81,207.41,6.58,39.78,0,0.01,0.8,0.42,0.42,0.55,0.55,0,0,0
256530,14.8,55.27,246.5,248.3,227.2,216.82,6.52,39.76,0,0,0.87,0.41,0.41,0.55,0.55,0,0,0
256560,14.92,55.11,249.03,253.74,229.49,223.39,6.53,39.8,0.01,0.04,0.88,0.42,0.42,0.55,0.55,0,0,0
256590,14.87,55.16,248.3,249.12,234.05,217.46,6.55,39.8,0.02,0.01,0.84,0.42,0.42,0.55,0.55,0,0,0
256620,14.94,55.11,254.57,250.18,237.41,219.6,6.52,39.77,0.02,0.02,0.83,0.42,0.42,0.55,0.55,0,0,0
256650,14.95,55.16,255.17,253.15,232.97,219.13,6.57,39.84,0.03,0.03,0.85,0.43,0.43,0.55,0.55,0,0,0
256680,14.87,55.17,248.2,260.11,235.48,212.97,6.51,39.84,0.03,0,0.81,0.43,0.43,0.55,0.55,0,0,0
256710,14.81,55.29,243.94,255.42,235.86,221.4,6.55,39.85,0.01,0,0.87,0.42,0.42,0.55,0.55,0,0,0
256740,14.89,55.27,244.28,259.54,231.49,221.28,6.56,39.79,0.03,0.01,0.81,0.43,0.43,0.55,0.55,0,0,0
256770,14.89,55.15,249.51,259.42,244.64,220.25,6.55,39.77,0.04,0,0.84,0.43,0.43,0.55,0.55,0,0,0
256800,14.88,55.17,249.92,263.2,236.09,226.9,6.5,39.85,0.04,0.06,0.84,0.43,0.43,0.55,0.55,0,0,0
256830,14.87,55.16,255.54,258.52,235.53,212.67,6.55,39.82,0.04,0.04,0.86,0.43,0.43,0.55,0.55,0,0,0
256860,14.85,55.22,246.4,266.91,230.46,216.65,6.52,39.83,0,0.03,0.84,0.43,0.43,0.55,0.55,0,0,0
256890,14.92,55.12,250.33,256.02,239.65,211.7,6.54,39.79,0.04,0.03,0.84,0.43,0.43,0.55,0.55,0,0,0
256920,14.87,55.11,245.37,256.79,235.62,221.65,6.5,39.79,0,0,0.82,0.42,0.42,0.55,0.55,0,0,0
256950,14.89,55.1,253.53,257.06,239.92,215.78,6.54,39.77,0.01,0.04,0.85,0.43,0.43,0.55,0.55,0,0,0
256980,14.89,55.21,247.29,254.09,236.56,220.62,6.54,39.86,0.03,0,0.85,0.42,0.42,0.55,0.55,0,0,0
257010,14.88,55.22,253.02,258.08,242.18,211.94,6.56,39.8,0,0,0.81,0.43,0.43,0.55,0.55,0,0,0
257040,14.87,55.16,243.51,252.59,229.01,224.28,6.54,39.77,0.01,0.09,0.88,0.42,0.42,0.55,0.55,0,0,0
257070,14.82,55.25,256.66,262.38,239.91,220.93,6.53,39.8,0,0,0.89,0.44,0.44,0.55,0.55,0,0,0
257100,14.91,55.09,246.42,266.01,241.84,222.73,6.52,39.83,0,0.01,0.79,0.43,0.43,0.55,0.55,0,0,0
257130,14.86,55.15,249.41,260.72,238.89,211.7,6.6,39.86,0,0.03,0.85,0.43,0.43,0.55,0.55,0,0,0
257160,14.91,55.17,246.03,266.85,238.95,214.1,6.57,39.79,0.01,0.03,0.89,0.43,0.43,0.55,0.55,0,0,0
257190,14.88,55.2,251.37,257.33,239.64,217.01,6.59,39.79,0.02,0.05,0.85,0.43,0.43,0.55,0.55,0,0,0
257220,14.89,55.14,252.22,264.88,243.86,216.48,6.54,39.83,0.02,0,0.84,0.44,0.44,0.55,0.55,0,0,0
257250,14.94,55.17,253.22,245.34,231.67,220.24,6.54,39.81,0.03,0.01,0.89,0.42,0.42,0.55,0.55,0,0,0
257280,14.87,55.23,251.93,260.93,239.95,226.42,6.54,39.81,0.03,0,0.85,0.43,0.43,0.56,0.56,0,0,0
257310,14.87,55.2,238.81,254.29,226.91,216.66,6.52,39.78,0,0.03,0.88,0.41,0.41,0.55,0.55,0,0,0
257340,14.86,55.16,244.65,253.98,233.5,212.55,6.52,39.8,0.02,0,0.85,0.42,0.42,0.55,0.55,0,0,0
257370,14.79,55.17,248.02,269.28,237.31,208.55,6.51,39.8,0,0,0.87,0.43,0.43,0.55,0.55,0,0,0
257400,14.8,55.21,242.74,257.79,235.58,216.95,6.56,39.79,0,0,0.83,0.42,0.42,0.55,0.55,0,0,0
257430,14.89,55.2,246.55,245.09,229.19,217.79,6.57,39.86,0,0,0.9,0.41,0.41,0.56,0.56,0,0,0
257460,14.82,55.26,250.64,258.1,239.79,215.9,6.52,39.81,0.04,0,0.86,0.43,0.43,0.56,0.56,0,0,0
257490,14.87,55.27,253.51,263.85,240.83,216.16,6.49,39.81,0.04,0.01,0.86,0.43,0.43,0.56,0.56,0,0,0
257520,14.83,55.22,246.07,263.29,233.05,214.11,6.54,39.81,0,0,0.86,0.43,0.43,0.56,0.56,0,0,0
257550,14.88,55.17,245.45,260.68,230.48,213.91,6.53,39.86,0.03,0.04,0.89,0.42,0.42,0.56,0.56,0,0,0
257580,14.87,55.16,250.5,258.18,233.39,221.54,6.51,39.87,0,0.03,0.81,0.43,0.43,0.56,0.56,0,0,0
257610,14.89,55.05,241,265.84,243.19,219.38,6.55,39.85,0.07,0.06,0.84,0.43,0.43,0.56,0.56,0,0,0
257640,14.85,55.21,246.49,256.15,238.43,218.47,6.55,39.77,0.03,0,0.88,0.42,0.42,0.56,0.56,0,0,0
257670,14.92,55.18,252.64,264.39,236.27,214.62,6.5,39.76,0.05,0.02,0.87,0.43,0.43,0.55,0.55,0,0,0
257700,14.89,55.19,247.04,263.55,244.09,215.48,6.56,39.8,0.02,0.03,0.84,0.43,0.43,0.56,0.56,0,0,0
257730,14.76,55.3,260.94,264.36,240.79,213.71,6.51,39.83,0.02,0,0.92,0.44,0.44,0.56,0.56,0,0,0
257760,14.95,55.09,251,265.12,247.89,220.13,6.57,39.84,0,0.08,0.81,0.44,0.44,0.56,0.56,0,0,0
257790,14.91,55.12,251.1,258.49,236.08,218.79,6.52,39.87,0.08,0.03,0.83,0.43,0.43,0.56,0.56,0,0,0
257820,14.85,55.26,240.83,267.25,234.87,221.06,6.54,39.79,0,0.01,0.81,0.43,0.43,0.56,0.56,0,0,0
257850,14.82,55.23,255.73,248.05,238.06,212.6,6.55,39.81,0,0.01,0.88,0.42,0.42,0.56,0.56,0,0,0
257880,14.91,55.14,250.98,259.22,228.49,218.98,6.55,39.86,0,0.04,0.82,0.43,0.43,0.56,0.56,0,0,0
257910,14.85,55.17,254.76,260.23,237.49,217.41,6.54,39.78,0.06,0.02,0.9,0.43,0.43,0.56,0.56,0,0,0
257940,14.78,55.26,252.99,256.74,236.64,221.38,6.56,39.84,0.01,0,0.84,0.43,0.43,0.56,0.56,0,0,0
257970,14.83,55.15,235.12,252.14,227.74,219.53,6.55,39.86,0.01,0,0.83,0.41,0.41,0.56,0.56,0,0,0
258000,14.84,55.26,251.6,264.08,238.56,221.22,6.55,39.81,0,0,0.87,0.43,0.43,0.56,0.56,0,0,0
258030,14.84,55.21,250.38,261.08,248.23,214.59,6.58,39.85,0,0.01,0.85,0.43,0.43,0.56,0.56,0,0,0
258060,14.91,55.15,242.79,261.94,236.09,221.02,6.58,39.85,0.01,0.03,0.84,0.43,0.43,0.56,0.56,0,0,0
258090,14.89,55.21,244,261.36,237.32,215.3,6.52,39.83,0,0,0.83,0.42,0.42,0.56,0.56,0,0,0
258120,14.87,55.2,253.45,265.8,244.56,212.09,6.53,39.77,0.01,0.04,0.84,0.44,0.44,0.56,0.56,0,0,0
258150,14.89,55.19,249.35,261.47,231.47,216.24,6.58,39.86,0.04,0.01,0.86,0.43,0.43,0.56,0.56,0,0,0
258180,14.95,55.14,254.02,271.4,245.19,214.24,6.52,39.79,0,0.03,0.81,0.44,0.44,0.56,0.56,0,0,0
258210,14.87,55.24,256.64,256.34,241.55,213.31,6.55,39.86,0.02,0,0.87,0.43,0.43,0.56,0.56,0,0,0
258240,14.93,55.21,250.9,260.89,238.91,211.48,6.53,39.85,0,0.02,0.91,0.43,0.43,0.56,0.56,0,0,0
258270,14.87,55.1,246.43,268.75,239.81,215.32,6.56,39.85,0.06,0.06,0.87,0.43,0.43,0.56,0.56,0,0,0
258300,14.94,55.12,244.79,259.5,234.85,215.92,6.55,39.83,0,0,0.86,0.43,0.43,0.56,0.56,0,0,0
258330,14.89,55.15,249.81,265.65,232.26,214.62,6.57,39.81,0,0,0.88,0.44,0.44,0.56,0.56,0,0,0
258360,14.89,55.15,254.63,258.91,242.43,216.67,6.6,39.78,0,0,0.81,0.44,0.44,0.56,0.56,0,0,0
258390,14.89,55.23,251.76,254.33,236.94,219.88,6.57,39.82,0.02,0.02,0.83,0.43,0.43,0.56,0.56,0,0,0
258420,14.84,55.29,247.1,259.28,239.34,219.59,6.62,39.87,0,0.01,0.85,0.43,0.43,0.56,0.56,0,0,0
258450,14.86,55.28,259.11,258.53,241.71,219.17,6.5,39.82,0,0.01,0.82,0.43,0.43,0.56,0.56,0,0,0
258480,14.91,55.12,242.62,265.24,239.38,213.43,6.54,39.86,0,0,0.87,0.43,0.43,0.56,0.56,0,0,0
258510,14.86,55.33,251.95,260.94,238.73,214.83,6.54,39.8,0,0.05,0.83,0.43,0.43,0.56,0.56,0,0,0
258540,14.83,55.21,250.46,259.27,241.18,214.8,6.54,39.86,0.02,0.01,0.84,0.43,0.43,0.56,0.56,0,0,0
258570,14.85,55.28,248.69,263.04,233.35,221.48,6.57,39.81,0.06,0.03,0.89,0.43,0.43,0.56,0.56,0,0,0
258600,14.88,55.25,256.38,266.57,256.14,219.27,6.58,39.87,0.02,0,0.87,0.44,0.44,0.56,0.56,0,0,0
258630,14.89,55.19,245.89,259.21,227.48,215.89,6.53,39.84,0,0,0.84,0.42,0.42,0.56,0.56,0,0,0
258660,14.84,55.22,247.09,257.74,237.59,218.79,6.58,39.89,0,0,0.87,0.43,0.43,0.56,0.56,0,0,0
258690,14.87,55.24,244.42,265.27,237.06,216.58,6.56,39.82,0.05,0,0.82,0.43,0.43,0.56,0.56,0,0,0
258720,14.97,55.1,247.89,258.54,242.57,219.04,6.56,39.81,0.03,0.03,0.85,0.43,0.43,0.56,0.56,0,0,0
258750,14.92,55.15,246.8,264.78,239.8,213.21,6.6,39.85,0,0,0.89,0.44,0.44,0.56,0.56,0,0,0
258780,14.9,55.25,253.41,263.29,244.57,214.98,6.56,39.89,0,0.01,0.86,0.44,0.44,0.56,0.56,0,0,0
258810,14.87,55.23,244.49,256.31,233.02,219.11,6.55,39.81,0,0,0.83,0.42,0.42,0.56,0.56,0,0,0
258840,14.81,55.29,245.67,261.31,237.15,218.47,6.61,39.8,0,0,0.89,0.43,0.43,0.56,0.56,0,0,0
258870,14.88,55.24,246.18,261.19,237.54,220.74,6.53,39.85,0,0,0.91,0.43,0.43,0.56,0.56,0,0,0
258900,14.91,55.25,245.17,262.37,237.61,212.54,6.59,39.83,0,0,0.92,0.43,0.43,0.56,0.56,0,0,0
258930,14.91,55.22,242.94,258.85,243.76,214.06,6.6,39.84,0.04,0.03,0.9,0.43,0.43,0.56,0.56,0,0,0
258960,14.86,55.28,252.75,258.95,241.9,216.55,6.57,39.85,0.04,0,0.88,0.43,0.43,0.56,0.56,0,0,0
258990,14.89,55.17,249.74,259.56,242.09,215.91,6.57,39.79,0,0,0.82,0.43,0.43,0.56,0.56,0,0,0
259020,14.84,55.33,249.23,257.17,237.22,217.83,6.52,39.81,0.04,0.01,0.86,0.42,0.42,0.56,0.56,0,0,0
259050,14.86,55.29,250.24,260.99,243.25,221.71,6.57,39.85,0.01,0.02,0.87,0.43,0.43,0.56,0.56,0,0,0
259080,14.83,55.31,258.92,261.31,248.54,211.96,6.56,39.83,0,0,0.84,0.44,0.44,0.56,0.56,0,0,0
259110,14.91,55.25,240.3,258.15,231.27,218.14,6.57,39.76,0,0.04,0.88,0.42,0.42,0.56,0.56,0,0,0
259140,14.94,55.15,251.9,265.11,238.19,213.64,6.57,39.86,0,0.04,0.92,0.44,0.44,0.56,0.56,0,0,0
259170,14.89,55.21,248.92,267.72,243.52,216.31,6.52,39.87,0.05,0.01,0.85,0.43,0.43,0.56,0.56,0,0,0
259200,14.92,55.19,241.94,266.05,238.21,224.3,6.54,39.87,0,0,0.87,0.43,0.43,0.56,0.56,0,0,0
259230,14.87,55.22,247.03,256.05,248.17,225.39,6.59,39.83,0.01,0,0.83,0.43,0.43,0.56,0.56,0,0,0
259260,14.82,55.27,253.14,255.8,242.75,225.83,6.6,39.82,0,0,0.85,0.43,0.43,0.56,0.56,0,0,0
259290,14.93,55.13,245.08,262.67,231.47,216.27,6.54,39.86,0.01,0,0.85,0.43,0.43,0.56,0.56,0,0,0
259320,14.93,55.14,254.44,254.47,237.78,221.1,6.59,39.87,0.06,0,0.87,0.43,0.43,0.56,0.56,0,0,0
259350,14.88,55.25,250.41,261.88,236.66,222.93,6.59,39.88,0,0,0.86,0.43,0.43,0.56,0.56,0,0,0
259380,14.88,55.32,250.51,258.94,242.31,216.84,6.59,39.82,0.02,0,0.87,0.43,0.43,0.56,0.56,0,0,0
259410,14.89,55.3,247.33,258.99,244.28,216.46,6.59,39.85,0.05,0.03,0.86,0.43,0.43,0.56,0.56,0,0,0
259440,14.86,55.15,251.02,269.68,248.94,213.9,6.59,39.81,0,0.06,0.88,0.44,0.44,0.56,0.56,0,0,0
259470,14.88,55.26,250.06,259.54,239.12,218.03,6.57,39.83,0.04,0.02,0.84,0.43,0.43,0.56,0.56,0,0,0
259500,14.83,55.2,240.59,265.61,246.95,219.92,6.57,39.83,0,0,0.9,0.43,0.43,0.56,0.56,0,0,0
259530,14.88,55.25,250.03,264.96,248.06,220.67,6.59,39.85,0.04,0,0.83,0.44,0.44,0.56,0.56,0,0,0
259560,14.88,55.2,241.96,262.07,236.37,216.63,6.62,39.83,0.01,0,0.87,0.43,0.43,0.56,0.56,0,0,0
259590,14.8,55.31,252.07,260.39,235.64,223.25,6.59,39.82,0,0,0.88,0.43,0.43,0.56,0.56,0,0,0
259620,14.81,55.37,244.22,263.55,238.34,220.47,6.58,39.81,0.04,0.03,0.86,0.43,0.43,0.56,0.56,0,0,0
259650,14.93,55.09,246.4,266.22,240.91,217.91,6.56,39.84,0,0,0.89,0.43,0.43,0.56,0.56,0,0,0
259680,14.9,55.25,250.83,262.14,236.92,226.88,6.61,39.85,0.01,0,0.8,0.44,0.44,0.56,0.56,0,0,0
259710,14.84,55.24,247.49,253.82,232.95,219.55,6.6,39.83,0,0.02,0.81,0.42,0.42,0.56,0.56,0,0,0
259740,14.89,55.05,250.29,261.76,248.84,224.32,6.55,39.83,0.05,0.06,0.81,0.43,0.43,0.56,0.56,0,0,0
259770,14.85,55.18,249.96,264.41,244.58,214,6.56,39.86,0.03,0,0.84,0.43,0.43,0.56,0.56,0,0,0
259800,14.81,55.22,245.91,270.42,247.43,215.18,6.62,39.8,0.09,0,0.85,0.44,0.44,0.56,0.56,0,0,0
259830,14.9,55.28,253.04,263.9,239.39,217.44,6.59,39.82,0,0.03,0.85,0.44,0.44,0.56,0.56,0,0,0
259860,14.9,55.21,247.19,264.06,230.7,219.2,6.59,39.85,0,0,0.87,0.43,0.43,0.56,0.56,0,0,0
259890,14.81,55.37,249.13,267.46,237.98,218.46,6.59,39.82,0,0,0.87,0.44,0.44,0.56,0.56,0,0,0
259920,14.91,55.2,241.01,258.73,242.81,221.59,6.62,39.84,0.04,0,0.86,0.43,0.43,0.56,0.56,0,0,0
259950,14.91,55.17,256.42,264.22,245.22,219.86,6.59,39.8,0,0.05,0.86,0.44,0.44,0.56,0.56,0,0,0
259980,14.89,55.2,247.29,264.41,242.04,221.42,6.61,39.79,0.01,0,0.89,0.44,0.44,0.56,0.56,0,0,0
260010,14.87,55.16,241.39,265.83,243.79,221.79,6.56,39.78,0.04,0,0.87,0.43,0.43,0.56,0.56,0,0,0
260040,14.8,55.32,257.45,265.93,246.35,220.69,6.6,39.83,0,0,0.86,0.44,0.44,0.56,0.56,0,0,0
260070,14.88,55.31,240.61,262.95,243.98,217.89,6.62,39.79,0.03,0.06,0.82,0.43,0.43,0.56,0.56,0,0,0
260100,14.87,55.19,242.11,256.59,233.14,214.89,6.56,39.81,0,0.04,0.83,0.42,0.42,0.56,0.56,0,0,0
260130,14.98,55.11,245.15,267.36,251.75,224.06,6.55,39.86,0.05,0,0.8,0.43,0.43,0.56,0.56,0,0,0
260160,14.91,55.23,256.93,258.23,235.35,218.53,6.58,39.8,0.03,0,0.9,0.44,0.44,0.56,0.56,0,0,0
260190,14.76,55.28,254.43,268.5,242.27,222.42,6.59,39.81,0,0,0.84,0.44,0.44,0.56,0.56,0,0,0
260220,14.87,55.18,250.83,262.76,244.47,224.39,6.62,39.86,0,0.01,0.82,0.44,0.44,0.56,0.56,0,0,0
260250,14.84,55.25,246.13,264.03,231.2,219.33,6.55,39.79,0.03,0.04,0.85,0.43,0.43,0.56,0.56,0,0,0
260280,14.91,55.13,244.6,274.74,244.39,216.82,6.65,39.82,0.06,0.02,0.88,0.45,0.45,0.56,0.56,0,0,0
260310,14.87,55.18,244.93,269.24,247.06,221.05,6.59,39.86,0.02,0.05,0.81,0.44,0.44,0.56,0.56,0,0,0
260340,14.76,55.34,241.59,252.53,234.39,213.5,6.65,39.84,0.02,0.02,0.88,0.42,0.42,0.56,0.56,0,0,0
260370,14.86,55.3,247.37,263.66,238.97,222.22,6.57,39.79,0.02,0.01,0.87,0.43,0.43,0.56,0.56,0,0,0
260400,14.9,55.14,254.91,268.97,245.15,220.69,6.62,39.82,0.04,0,0.84,0.45,0.45,0.56,0.56,0,0,0
260430,14.97,55.13,245.64,271.08,242.48,217.87,6.56,39.81,0.02,0,0.87,0.44,0.44,0.56,0.56,0,0,0
260460,14.87,55.18,251.08,266.35,238.75,220.12,6.62,39.87,0.02,0.02,0.87,0.44,0.44,0.56,0.56,0,0,0
260490,14.96,55.2,246.86,259.49,239.17,216.91,6.65,39.83,0,0,0.87,0.43,0.43,0.56,0.56,0,0,0
260520,14.92,55.2,243.53,266.45,242.94,220.74,6.6,39.84,0.01,0.01,0.8,0.43,0.43,0.56,0.56,0,0,0
260550,14.81,55.33,260.03,267.81,249.38,223.93,6.66,39.83,0,0.02,0.83,0.45,0.45,0.56,0.56,0,0,0
260580,14.88,55.22,242.53,262.78,241.2,222.92,6.64,39.85,0.01,0,0.87,0.43,0.43,0.56,0.56,0,0,0
260610,14.83,55.28,255.22,264.63,243.23,212.46,6.61,39.8,0.02,0,0.85,0.44,0.44,0.56,0.56,0,0,0
