Time,c_LO_measured,c_RE_measured,f_PLSP_measured,f_PLSS_measured,f_LO_measured,f_LE_measured,c_PLS_measured,c_LE_measured,c_RaffP_measured,c_RaffS_measured,c_BO_measured,v_LO_control,v_LO_valve,v_LE_control,v_LE_valve,v_LO_state,v_LE_state,process_state
0,14.91,54.98,283.13,278.38,284.93,195.11,7.03,35.08,0.02,0,0.89,0.51,0.51,0.5,0.5,0,0,0
30,14.86,55,281.54,282.14,282.75,201.7,6.99,35.13,0,0.01,0.91,0.51,0.51,0.5,0.5,0,0,0
60,14.88,54.97,275.33,285.99,282.15,197.13,7.01,35.11,0.02,0.03,0.91,0.51,0.51,0.5,0.5,0,0,0
90,14.87,54.97,283.48,281.76,277.77,193.93,7,35.09,0.02,0,0.91,0.51,0.51,0.5,0.5,0,0,0
120,14.86,54.98,275.46,285.99,279.3,196.24,7.04,35.08,0,0,0.9,0.51,0.51,0.5,0.5,0,0,0
150,14.91,54.95,290.53,284.12,293.12,195.28,7.06,35.06,0,0,0.86,0.52,0.52,0.5,0.5,0,0,0
180,14.9,54.96,280.09,288.43,289.84,196.46,7,35.13,0.04,0.01,0.93,0.51,0.51,0.5,0.5,0,0,0
210,14.88,54.97,279.2,277.69,270.56,194.65,6.99,35.09,0,0.04,0.95,0.5,0.5,0.5,0.5,0,0,0
240,14.92,54.98,287.91,296.21,294.51,197.88,6.92,35.07,0.01,0,0.9,0.52,0.52,0.5,0.5,0,0,0
270,14.9,55,283.4,282.93,285.92,195.37,6.98,35.12,0.06,0,0.86,0.51,0.51,0.5,0.5,0,0,0
300,14.92,54.92,282.27,283.69,281.46,199.56,7.05,35.07,0,0,0.89,0.51,0.51,0.5,0.5,0,0,0
330,14.84,54.96,275.76,282.13,279.77,197.64,7.08,35.12,0,0.04,0.87,0.51,0.51,0.5,0.5,0,0,0
360,14.87,55.02,284.8,287.93,289,201.47,6.96,35.12,0.05,0,0.87,0.51,0.51,0.5,0.5,0,0,0
390,14.84,54.95,279.8,285.55,283.12,194.44,7.08,35.15,0.01,0,0.87,0.51,0.51,0.5,0.5,0,0,0
420,14.84,54.94,271,278.84,273.65,195.06,7.05,35.11,0.01,0,0.9,0.5,0.5,0.5,0.5,0,0,0
450,14.86,54.94,283.04,283.95,284.72,198.14,7.05,35.08,0,0.01,0.85,0.51,0.51,0.5,0.5,0,0,0
480,14.84,54.9,278.36,278.85,277.08,201.48,6.99,35.05,0.03,0,0.95,0.5,0.5,0.5,0.5,0,0,0
510,14.85,54.96,275.05,279,286.53,195.38,7.08,35.12,0,0.01,0.86,0.5,0.5,0.5,0.5,0,0,0
540,14.92,54.95,280.38,288.67,285.6,197.86,6.99,35.07,0,0.02,0.9,0.51,0.51,0.5,0.5,0,0,0
570,14.88,55,283.67,284.91,289.2,194.81,7.08,35.16,0.01,0,0.9,0.52,0.52,0.5,0.5,0,0,0
600,14.86,54.97,284.97,282.86,290.46,194.66,7.02,35.11,0.03,0.03,0.9,0.51,0.51,0.5,0.5,0,0,0
630,14.9,54.92,285.87,281.52,292.09,196.56,7.08,35.16,0,0,0.9,0.52,0.52,0.5,0.5,0,0,0
660,14.89,54.96,281.74,286.95,283.77,192.07,7.04,35.12,0.03,0.05,0.9,0.51,0.51,0.5,0.5,0,0,0
690,14.86,54.94,280.46,283.87,290.1,191.14,7.05,35.12,0,0,0.86,0.51,0.51,0.5,0.5,0,0,0
720,14.93,54.95,289.48,288.06,293.6,195.17,7.01,35.07,0.08,0,0.89,0.52,0.52,0.5,0.5,0,0,0
750,14.88,55,279.33,288.63,281.46,195.86,7.01,35.09,0.03,0,0.86,0.51,0.51,0.5,0.5,0,0,0
780,14.84,54.91,278.79,286.54,279.46,193.52,7.03,35.1,0,0,0.87,0.51,0.51,0.5,0.5,0,0,0
810,14.9,54.97,275.26,285.77,278.45,191.65,7.04,35.1,0.04,0,0.9,0.51,0.51,0.5,0.5,0,0,0
840,14.87,55.05,280.24,287.81,284.08,193.61,7.03,35.09,0,0.01,0.87,0.51,0.51,0.5,0.5,0,0,0
870,14.86,54.91,278.37,277.45,280.43,200.21,7.02,35.04,0,0.05,0.89,0.5,0.5,0.5,0.5,0,0,0
900,14.87,54.94,278.53,289.78,284.16,200.17,6.99,35.1,0.07,0,0.9,0.51,0.51,0.5,0.5,0,0,0
930,14.94,55.27,284.54,285.68,291.06,194.1,7.04,35.09,0,0.04,0.87,0.52,0.52,0.5,0.5,0,0,0
960,14.98,55.24,270.09,281.13,279.11,199.55,7.04,35.15,0.09,0,0.88,0.5,0.5,0.5,0.5,0,0,0
990,14.97,55.21,282.21,293.4,290.19,191.56,7.02,35.07,0,0,0.92,0.52,0.52,0.5,0.5,0,0,0
1020,14.98,55.33,279.32,283.77,280.9,196.69,7.04,35.14,0,0,0.93,0.51,0.51,0.5,0.5,0,0,0
1050,14.99,55.29,279.3,288.25,274.8,197.88,7,35.07,0.02,0.02,0.96,0.51,0.51,0.5,0.5,0,0,0
1080,14.93,55.3,281.84,288.15,288.74,197.23,7.02,35.04,0,0,0.87,0.52,0.52,0.5,0.5,0,0,0
1110,14.92,55.38,282.66,282.51,286.52,197.81,6.98,35.12,0,0,0.87,0.51,0.51,0.5,0.5,0,0,0
1140,14.91,55.28,276.56,281.56,270.9,195.68,7.04,35.14,0,0.01,0.85,0.51,0.51,0.5,0.5,0,0,0
1170,15.02,55.22,278.78,297.24,295.3,193.95,6.99,35.09,0,0,0.88,0.52,0.52,0.5,0.5,0,0,0
1200,14.98,55.29,285.68,287.55,288.01,199.76,6.98,35.1,0.02,0,0.9,0.52,0.52,0.5,0.5,0,0,0
1230,14.92,55.32,278.26,284.79,284.83,196.22,7.01,35.12,0,0.05,0.88,0.51,0.51,0.5,0.5,0,0,0
1260,14.99,55.2,285.9,280.28,283.63,188.75,7,35.15,0,0,0.9,0.51,0.51,0.5,0.5,0,0,0
1290,14.91,55.39,286.64,282.41,282.4,197.06,7.01,35.1,0,0.02,0.92,0.51,0.51,0.5,0.5,0,0,0
1320,14.95,55.3,278.15,281.93,284.43,192.01,7.05,35.13,0.02,0,0.87,0.51,0.51,0.5,0.5,0,0,0
1350,14.95,55.35,272.49,284.56,280.64,195.89,7.03,35.07,0.04,0.02,0.93,0.51,0.51,0.5,0.5,0,0,0
1380,14.96,55.33,281.15,293.63,287.63,197.67,6.97,35.1,0.01,0.02,0.89,0.52,0.52,0.5,0.5,0,0,0
1410,14.9,55.37,276.92,281.03,285.39,195.54,7.04,35.09,0,0.03,0.9,0.51,0.51,0.5,0.5,0,0,0
1440,14.94,55.36,281.21,282.19,279.34,193.78,7.04,35.13,0,0,0.93,0.51,0.51,0.5,0.5,0,0,0
1470,14.93,55.4,278.27,291.5,281.43,196.46,7.05,35.11,0,0.02,0.9,0.52,0.52,0.5,0.5,0,0,0
1500,14.96,55.28,280.52,284.93,280.36,196.42,7.05,35.13,0,0.03,0.93,0.52,0.52,0.5,0.5,0,0,0
1530,14.97,55.29,278.52,282.61,277.08,195.16,6.94,35.09,0,0.03,0.93,0.5,0.5,0.5,0.5,0,0,0
1560,14.95,55.37,278.35,290.22,296.29,192.4,6.98,35.1,0.01,0.06,0.96,0.51,0.51,0.5,0.5,0,0,0
1590,14.99,55.31,277.94,282.47,278.05,196.03,7.02,35.1,0.02,0,0.9,0.51,0.51,0.5,0.5,0,0,0
1620,14.95,55.45,281.84,289.61,290.36,195.94,7.01,35.12,0.01,0,0.92,0.52,0.52,0.5,0.5,0,0,0
1650,14.96,55.33,273.79,290.48,287.4,188.93,6.98,35.15,0.02,0,0.96,0.51,0.51,0.5,0.5,0,0,0
1680,14.99,55.37,278.18,294.44,288.55,200.19,7.02,35.08,0,0,0.88,0.52,0.52,0.5,0.5,0,0,0
1710,14.93,55.27,286.24,283.31,279.83,196.04,7,35.15,0.03,0,0.94,0.52,0.52,0.5,0.5,0,0,0
1740,14.92,55.3,284.77,285.82,294.76,200.63,7.04,35.11,0.02,0,0.89,0.52,0.52,0.5,0.5,0,0,0
1770,14.98,55.33,274.88,285.1,281.16,195.46,7.06,35.14,0.03,0.04,0.9,0.51,0.51,0.5,0.5,0,0,0
1800,14.91,55.42,280.82,289.61,294.71,200.49,7,35.11,0,0.04,0.91,0.52,0.52,0.5,0.5,0,0,0
1830,14.91,55.46,278.76,288.52,285.62,199.24,6.99,35.06,0,0.03,0.9,0.51,0.51,0.5,0.5,0,0,0
1860,14.88,55.48,287.41,285.92,297.51,189.92,7.08,35.08,0,0,0.9,0.52,0.52,0.5,0.5,0,0,0
1890,14.91,55.43,273.75,287.04,294.43,196.94,7.06,35.12,0,0.02,0.86,0.51,0.51,0.5,0.5,0,0,0
1920,14.98,55.51,284.03,290.3,283.27,197,7,35.1,0.04,0,0.93,0.52,0.52,0.5,0.5,0,0,0
1950,14.92,55.45,282.49,291.27,287.22,197.59,7.03,35.17,0,0.05,0.87,0.52,0.52,0.5,0.5,0,0,0
1980,14.99,55.4,276.68,276.38,284.22,196.4,7.01,35.09,0.01,0.04,0.92,0.5,0.5,0.5,0.5,0,0,0
2010,14.94,55.38,270.41,277.74,280.05,195.01,7.04,35.11,0,0,0.91,0.5,0.5,0.5,0.5,0,0,0
2040,14.89,55.47,285.88,278.94,290.04,196.36,7.02,35.11,0.01,0,0.94,0.51,0.51,0.5,0.5,0,0,0
2070,14.91,55.55,278.25,282.09,284.17,198.16,6.99,35.07,0.01,0.03,0.86,0.51,0.51,0.5,0.5,0,0,0
2100,14.91,55.46,286.2,286.86,287.5,200.43,7,35.12,0,0.01,0.89,0.52,0.52,0.5,0.5,0,0,0
2130,14.89,55.69,275.57,284.18,290.63,194.92,7.03,35.08,0,0.04,0.93,0.51,0.51,0.5,0.5,0,0,0
2160,14.85,55.65,281.95,280.05,273.53,195.85,6.99,35.14,0,0.02,0.86,0.51,0.51,0.51,0.51,0,0,0
2190,14.9,55.53,276.26,286.19,281.95,195.33,7.05,35.11,0,0.07,0.91,0.51,0.51,0.5,0.5,0,0,0
2220,14.89,55.52,274.16,287.79,281.05,199.25,7.06,35.13,0,0.06,0.86,0.51,0.51,0.5,0.5,0,0,0
2250,14.94,55.54,280.68,282.95,282.57,194.6,7.03,35.1,0,0.02,0.89,0.51,0.51,0.5,0.5,0,0,0
2280,14.91,55.48,290.9,283.55,291.54,194.04,7.02,35.11,0.02,0,0.89,0.52,0.52,0.5,0.5,0,0,0
2310,14.92,55.5,273.74,283.76,279.64,196.5,7.09,35.13,0.02,0,0.87,0.51,0.51,0.51,0.51,0,0,0
2340,14.84,55.49,275.86,288.89,280.2,197.15,7.01,35.13,0,0.02,0.95,0.51,0.51,0.51,0.51,0,0,0
2370,14.86,55.5,276.1,284.56,282.15,198.76,7.08,35.19,0.02,0,0.93,0.51,0.51,0.51,0.51,0,0,0
2400,14.89,55.55,276.36,286.84,282.39,199.68,7.03,35.12,0.01,0,0.89,0.51,0.51,0.51,0.51,0,0,0
2430,14.96,55.46,278.35,285.26,291.41,197.01,6.99,35.1,0,0.07,0.87,0.51,0.51,0.5,0.5,0,0,0
2460,14.96,55.52,283.32,280.68,280.14,196.65,6.99,35.14,0.04,0,0.93,0.51,0.51,0.51,0.51,0,0,0
2490,14.92,55.5,285.41,281.15,282.88,199.56,7.07,35.15,0,0,0.93,0.52,0.52,0.51,0.51,0,0,0
2520,14.97,55.42,280.11,278.46,280,191.92,7.03,35.09,0.02,0,0.89,0.51,0.51,0.5,0.5,0,0,0
2550,14.8,55.59,270.49,290.22,267.29,196.14,7.01,35.12,0,0.02,0.92,0.51,0.51,0.51,0.51,0,0,0
2580,14.92,55.5,283.5,286.16,286.8,196.44,6.98,35.16,0,0,0.91,0.51,0.51,0.51,0.51,0,0,0
2610,14.9,55.56,282.25,287.13,278.06,195.63,6.99,35.11,0,0,0.94,0.51,0.51,0.51,0.51,0,0,0
2640,14.88,55.55,278.13,280.88,282.27,198.2,7.02,35.12,0,0.01,0.91,0.51,0.51,0.51,0.51,0,0,0
2670,14.89,55.5,273.87,285.3,289.97,191.21,7.07,35.12,0,0.04,0.95,0.51,0.51,0.51,0.51,0,0,0
2700,14.93,55.42,280.47,283.2,275.42,195.18,6.98,35.11,0.02,0.06,0.9,0.51,0.51,0.51,0.51,0,0,0
2730,14.86,55.51,280.82,287.14,281.73,194.11,7.04,35.09,0.05,0,0.89,0.52,0.52,0.51,0.51,0,0,0
2760,14.84,55.44,277.25,280.31,283.58,194.39,7.04,35.16,0.03,0.01,0.91,0.51,0.51,0.51,0.51,0,0,0
2790,14.87,55.47,283.97,279.03,285.41,194.29,7.06,35.09,0.06,0.04,0.83,0.51,0.51,0.51,0.51,0,0,0
2820,14.88,55.43,284.89,294.25,282.39,192.2,6.99,35.18,0,0,0.89,0.52,0.52,0.51,0.51,0,0,0
2850,14.85,55.46,284.37,292.02,284.93,199.1,6.98,35.16,0,0,0.91,0.52,0.52,0.51,0.51,0,0,0
2880,14.8,55.46,277.75,286.34,274.71,201.08,7.02,35.14,0,0.05,0.95,0.51,0.51,0.51,0.51,0,0,0
2910,14.85,55.48,282.19,288.71,289.34,196.05,7.06,35.12,0.02,0,0.94,0.52,0.52,0.51,0.51,0,0,0
2940,14.86,55.5,278.13,284.46,281.7,200,7.04,35.14,0,0.06,0.95,0.51,0.51,0.51,0.51,0,0,0
2970,14.85,55.32,283.23,286.42,286.64,196.95,7.03,35.1,0.04,0.07,0.9,0.52,0.52,0.51,0.51,0,0,0
3000,14.8,55.49,292.4,281.47,279.31,194.8,6.97,35.07,0.01,0.04,0.87,0.52,0.52,0.51,0.51,0,0,0
3030,14.88,55.35,279.59,289.4,290.14,196.39,7.01,35.09,0,0.01,0.92,0.52,0.52,0.51,0.51,0,0,0
3060,14.83,55.39,289.5,285.2,290.15,194.19,6.98,35.13,0,0,0.88,0.52,0.52,0.51,0.51,0,0,0
3090,14.83,55.43,276.26,287.76,290.97,203.49,7.06,35.13,0,0.02,0.87,0.51,0.51,0.51,0.51,0,0,0
3120,14.81,55.47,279.25,289.77,291.1,195.79,6.99,35.14,0.04,0,0.88,0.51,0.51,0.51,0.51,0,0,0
3150,14.83,55.43,277.55,283.36,295.08,194.82,7.03,35.13,0.02,0,0.89,0.51,0.51,0.51,0.51,0,0,0
3180,14.86,55.27,281.39,285.14,277.46,197.77,6.98,35.16,0.01,0.02,0.92,0.51,0.51,0.51,0.51,0,0,0
3210,14.85,55.43,278.59,292.39,286.01,197.11,7.05,35.16,0,0,0.97,0.52,0.52,0.51,0.51,0,0,0
3240,14.83,55.38,274.07,286.18,277.85,188.8,7,35.16,0,0.02,0.91,0.51,0.51,0.51,0.51,0,0,0
3270,14.83,55.42,280.11,282.22,276.73,192.63,6.98,35.15,0,0.01,0.93,0.51,0.51,0.51,0.51,0,0,0
3300,14.87,55.46,282.2,276.43,279.28,198.6,7.03,35.15,0,0,0.92,0.51,0.51,0.51,0.51,0,0,0
3330,14.85,55.42,289.64,286.09,294.44,204.37,7,35.12,0.03,0,0.87,0.52,0.52,0.51,0.51,0,0,0
3360,14.83,55.46,279.36,282.19,284.59,198.53,7.02,35.19,0.01,0,0.96,0.51,0.51,0.51,0.51,0,0,0
3390,14.8,55.37,268.65,277.37,276.3,197.76,6.99,35.14,0.02,0,0.9,0.49,0.49,0.51,0.51,0,0,0
3420,14.81,55.47,287.87,281.55,284.84,201.9,7.05,35.13,0.02,0.01,0.95,0.52,0.52,0.51,0.51,0,0,0
3450,14.77,55.34,272.81,289.63,278.93,198.48,7.03,35.13,0.04,0,0.96,0.51,0.51,0.51,0.51,0,0,0
3480,14.81,55.43,283.84,284.77,284.01,195.18,7,35.11,0,0.03,0.9,0.51,0.51,0.51,0.51,0,0,0
3510,14.95,55.34,284.85,287.67,293.85,195.59,7.03,35.19,0,0.08,0.86,0.52,0.52,0.51,0.51,0,0,0
3540,14.87,55.41,284.2,290.53,284.4,192.94,7,35.09,0.01,0,0.9,0.52,0.52,0.51,0.51,0,0,0
3570,14.8,55.44,275.27,285.02,281.83,198.13,7.03,35.17,0,0.07,0.97,0.51,0.51,0.51,0.51,0,0,0
3600,14.77,55.41,276.86,288.78,285.63,202.08,7.06,35.12,0,0.09,0.93,0.51,0.51,0.51,0.51,0,0,0
3630,14.84,55.31,285.53,281.11,278.82,195.66,7,35.12,0.05,0.04,0.93,0.51,0.51,0.51,0.51,0,0,0
3660,14.85,55.3,281.05,283.62,281.57,201.55,7,35.11,0,0.02,0.9,0.51,0.51,0.51,0.51,0,0,0
3690,14.87,55.3,292.18,290.6,302.69,203.97,6.99,35.12,0.02,0,0.93,0.52,0.52,0.51,0.51,0,0,0
3720,14.88,55.31,282.29,282.9,272.59,198.63,7.02,35.15,0.01,0.01,0.88,0.51,0.51,0.51,0.51,0,0,0
3750,14.78,55.28,280.3,283.29,291.54,193.8,7.02,35.15,0.02,0,0.97,0.51,0.51,0.51,0.51,0,0,0
3780,14.83,55.2,281.39,284.8,285.69,203.23,7.05,35.16,0,0.03,0.87,0.51,0.51,0.51,0.51,0,0,0
3810,14.9,55.25,274.41,278.86,274.94,195.65,7.01,35.13,0.01,0,0.86,0.5,0.5,0.51,0.51,0,0,0
3840,14.87,55.37,282.83,285.43,273.11,200.43,7,35.15,0,0.02,0.91,0.51,0.51,0.51,0.51,0,0,0
3870,14.88,55.19,284.44,288.38,283.03,196.16,7.01,35.14,0,0.01,0.88,0.52,0.52,0.51,0.51,0,0,0
3900,14.85,55.26,274.5,283.71,281,197.91,7.02,35.14,0,0,0.85,0.5,0.5,0.51,0.51,0,0,0
3930,14.8,55.34,278.57,284.6,283.29,195.05,7.03,35.15,0,0.03,0.87,0.51,0.51,0.51,0.51,0,0,0
3960,14.86,55.27,280.39,286.34,283.55,197.04,7.03,35.09,0,0.01,0.9,0.51,0.51,0.51,0.51,0,0,0
3990,14.83,55.22,266.52,285.78,275.74,197.99,7.05,35.16,0.02,0.02,0.93,0.5,0.5,0.51,0.51,0,0,0
4020,14.89,55.21,277.03,285.99,286,198.84,7.02,35.16,0.05,0.08,0.91,0.51,0.51,0.51,0.51,0,0,0
4050,14.79,55.27,278.2,282.76,280.41,196.26,7.02,35.1,0,0,0.94,0.51,0.51,0.51,0.51,0,0,0
4080,14.84,55.27,285.12,286.11,296.53,200.01,7.02,35.13,0.02,0,0.92,0.52,0.52,0.51,0.51,0,0,0
4110,14.9,55.22,282.42,288.89,292.34,198.07,6.96,35.16,0,0,0.94,0.51,0.51,0.51,0.51,0,0,0
4140,14.82,55.24,281.55,286.48,284.87,195.76,7.01,35.14,0,0.02,0.88,0.51,0.51,0.51,0.51,0,0,0
4170,14.81,55.25,274.95,293.73,287.51,193.47,7.05,35.12,0.06,0,0.87,0.51,0.51,0.51,0.51,0,0,0
4200,14.81,55.24,279.97,290.99,288.38,196.23,7,35.06,0,0.05,0.9,0.51,0.51,0.51,0.51,0,0,0
4230,14.82,55.34,283.76,280.29,290.32,195.27,7.07,35.15,0.02,0.06,0.9,0.51,0.51,0.51,0.51,0,0,0
4260,14.9,55.24,281.63,287.91,284.82,195.98,6.97,35.1,0.02,0,0.91,0.51,0.51,0.51,0.51,0,0,0
4290,14.9,55.22,279.14,287.78,283.82,195.07,7.01,35.12,0,0.03,0.86,0.51,0.51,0.51,0.51,0,0,0
4320,14.86,55.22,283.11,287.81,280.14,196.54,7,35.12,0,0.02,0.93,0.51,0.51,0.51,0.51,0,0,0
4350,14.74,55.17,279.64,285.46,285.02,198.12,7.02,35.1,0.04,0,0.89,0.51,0.51,0.51,0.51,0,0,0
4380,14.9,55.15,282.77,290.88,290.04,195.91,7.02,35.16,0.01,0,0.89,0.52,0.52,0.51,0.51,0,0,0
4410,14.87,55.27,279.65,281.99,278.32,202.91,7.01,35.14,0,0,0.9,0.51,0.51,0.51,0.51,0,0,0
4440,14.83,55.28,283.04,288.85,288.64,195.56,7.03,35.16,0,0,0.85,0.52,0.52,0.51,0.51,0,0,0
4470,14.86,55.24,277.19,286.27,288.8,194.22,7.06,35.21,0.03,0,0.86,0.51,0.51,0.51,0.51,0,0,0
4500,14.86,55.15,281.17,285.89,289.29,198.93,7.04,35.14,0,0,0.91,0.51,0.51,0.51,0.51,0,0,0
4530,14.81,55.26,283.62,285.28,278.63,196.87,6.95,35.17,0.04,0.03,0.9,0.51,0.51,0.51,0.51,0,0,0
4560,14.83,55.17,280.53,286.84,289.77,205.76,7.02,35.19,0.08,0,0.92,0.51,0.51,0.51,0.51,0,0,0
4590,14.85,55.19,284.18,292.88,294.83,195.88,7,35.13,0,0.04,0.92,0.52,0.52,0.51,0.51,0,0,0
4620,14.88,55.15,274.35,284.96,286.97,193.9,7.03,35.16,0,0,0.89,0.51,0.51,0.51,0.51,0,0,0
4650,14.84,55.29,273.1,282.7,288.08,198.14,7.02,35.14,0,0,0.89,0.5,0.5,0.51,0.51,0,0,0
4680,14.81,55.36,281.42,281.37,281.32,201.15,7.02,35.19,0.03,0.01,0.88,0.51,0.51,0.51,0.51,0,0,0
4710,14.84,55.23,277.16,295.64,285.28,200.63,7.05,35.2,0,0.03,0.95,0.52,0.52,0.51,0.51,0,0,0
4740,14.9,55.13,285.87,283.86,280.47,191.89,6.99,35.16,0.05,0,0.94,0.51,0.51,0.51,0.51,0,0,0
4770,14.91,55.27,285.45,283.51,281.61,191.37,7.03,35.16,0,0.03,0.87,0.51,0.51,0.51,0.51,0,0,0
4800,14.85,55.31,280.25,288.52,284.47,201.02,7.01,35.11,0.02,0,0.93,0.51,0.51,0.51,0.51,0,0,0
4830,14.9,55.07,281.32,287.66,295.33,193.89,7.09,35.16,0,0.04,0.85,0.52,0.52,0.51,0.51,0,0,0
4860,14.74,55.28,290.15,291.8,292.2,200.55,7,35.11,0.05,0.01,0.91,0.52,0.52,0.51,0.51,0,0,0
4890,14.83,55.21,279.41,282.2,277.09,202.28,6.99,35.2,0,0.01,0.94,0.5,0.5,0.51,0.51,0,0,0
4920,14.82,55.37,280.48,283.25,278.02,200.13,7.02,35.12,0,0,0.93,0.51,0.51,0.51,0.51,0,0,0
4950,14.88,55.1,282.77,290.19,289.03,198.36,7.03,35.2,0,0.04,0.87,0.52,0.52,0.51,0.51,0,0,0
4980,14.79,55.25,286.88,283.52,285.25,199.72,7.01,35.14,0,0,0.93,0.51,0.51,0.51,0.51,0,0,0
5010,14.83,55.29,284.92,285.22,289.21,201.06,7.07,35.15,0.03,0,0.94,0.52,0.52,0.51,0.51,0,0,0
5040,14.85,55.14,282.7,286.81,293.69,198.96,7.05,35.18,0,0,0.88,0.52,0.52,0.51,0.51,0,0,0
5070,14.81,55.22,278.85,291.45,290.16,201.02,7.03,35.15,0,0,0.97,0.51,0.51,0.51,0.51,0,0,0
5100,14.82,55.17,279.51,284.21,279.86,189.53,7,35.15,0.09,0,0.92,0.51,0.51,0.51,0.51,0,0,0
5130,14.93,55.14,272.59,290.66,272.01,194.84,7,35.09,0.01,0.01,0.9,0.51,0.51,0.51,0.51,0,0,0
5160,14.87,55.32,289.55,283.48,285.37,200.88,6.99,35.09,0.01,0,0.95,0.51,0.51,0.51,0.51,0,0,0
5190,14.94,55.17,277.49,296.51,280.07,200.92,7.01,35.12,0.01,0,0.92,0.52,0.52,0.51,0.51,0,0,0
5220,14.86,55.2,273.05,293.83,286.57,203.56,6.98,35.2,0.03,0.03,0.91,0.51,0.51,0.51,0.51,0,0,0
5250,14.88,55.28,284.26,287.06,286.91,199.23,7.02,35.18,0.07,0,0.9,0.52,0.52,0.51,0.51,0,0,0
5280,14.86,55.21,278.61,287.72,282.75,194.56,7,35.18,0,0,0.91,0.51,0.51,0.51,0.51,0,0,0
5310,14.86,55.23,278.9,293.27,281.76,197.98,6.96,35.18,0,0.01,0.93,0.51,0.51,0.51,0.51,0,0,0
5340,14.84,55.2,280.13,284.94,285.59,197.06,6.93,35.11,0,0.04,0.86,0.5,0.5,0.51,0.51,0,0,0
5370,14.88,55.1,277.37,281.86,282.03,201.79,7.07,35.12,0.03,0,0.88,0.51,0.51,0.51,0.51,0,0,0
5400,14.83,55.24,282.63,290.59,289.91,199.82,7.06,35.18,0,0.04,0.95,0.52,0.52,0.51,0.51,0,0,0
5430,14.85,55.18,288.43,283.25,293.94,197.6,6.98,35.17,0.02,0.06,0.87,0.51,0.51,0.51,0.51,0,0,0
5460,14.86,55.31,276.23,285.52,278.95,197.32,7.08,35.16,0.03,0,0.91,0.51,0.51,0.51,0.51,0,0,0
5490,14.83,55.36,279.74,292.87,288.73,195.35,7.12,35.23,0,0,0.9,0.52,0.52,0.51,0.51,0,0,0
5520,14.87,55.17,280.28,289.07,286.69,193.91,7.02,35.16,0.01,0,0.93,0.51,0.51,0.51,0.51,0,0,0
5550,14.87,55.31,280.14,289.84,278.85,201.54,7.04,35.17,0.02,0,0.91,0.52,0.52,0.51,0.51,0,0,0
5580,14.91,55.16,278.86,279.24,276.06,203.27,7.03,35.16,0.01,0,0.95,0.5,0.5,0.51,0.51,0,0,0
5610,14.86,55.15,280.76,295.94,291.92,195.07,7.05,35.13,0.02,0.05,0.92,0.52,0.52,0.51,0.51,0,0,0
5640,14.86,55.23,286.87,287.53,294.74,198.86,7.03,35.1,0,0,0.92,0.52,0.52,0.51,0.51,0,0,0
5670,14.89,55.23,275.64,283.87,286.15,193.95,6.99,35.16,0.04,0,0.95,0.5,0.5,0.51,0.51,0,0,0
5700,14.9,55.23,282.13,286.38,292.74,202.36,7.02,35.17,0.02,0.06,0.88,0.51,0.51,0.51,0.51,0,0,0
5730,14.92,55.2,283.54,290.49,295.55,201.9,7.07,35.16,0.04,0.07,0.9,0.52,0.52,0.51,0.51,0,0,0
5760,14.88,55.18,284,289.99,293.84,205.84,7.05,35.12,0.01,0.03,0.9,0.52,0.52,0.51,0.51,0,0,0
5790,14.83,55.22,283.51,285.32,278.53,196.4,7.01,35.17,0,0,0.91,0.51,0.51,0.51,0.51,0,0,0
5820,14.91,55.12,275.55,282.97,278.04,199.12,7,35.21,0,0,0.87,0.5,0.5,0.51,0.51,0,0,0
5850,14.83,55.3,284.31,281.63,286.58,192.7,7.08,35.15,0.03,0.05,0.88,0.51,0.51,0.51,0.51,0,0,0
5880,14.84,55.26,287.35,293.41,292.51,196.32,7.07,35.19,0.03,0.03,0.89,0.53,0.53,0.51,0.51,0,0,0
5910,14.91,55.23,284.53,289.31,295.56,198.64,7.04,35.14,0.04,0,0.86,0.52,0.52,0.51,0.51,0,0,0
5940,14.85,55.27,282.9,286.64,282.72,199.54,7.02,35.23,0.03,0.02,0.88,0.51,0.51,0.51,0.51,0,0,0
5970,14.88,55.11,280.46,285.87,287.17,201.19,7.07,35.17,0.05,0.02,0.88,0.51,0.51,0.51,0.51,0,0,0
6000,14.92,55.13,283.6,285.58,281.12,202.16,7.02,35.18,0.05,0,0.87,0.51,0.51,0.51,0.51,0,0,0
6030,14.89,55.24,284.55,289.22,289.26,195.28,7.04,35.17,0.01,0.01,0.89,0.52,0.52,0.51,0.51,0,0,0
6060,14.89,55.25,278,280.93,272.24,208.76,7.06,35.21,0.03,0,0.92,0.51,0.51,0.51,0.51,0,0,0
6090,14.92,55.22,281.47,292.93,285.28,199.72,7.01,35.16,0,0.01,0.89,0.52,0.52,0.51,0.51,0,0,0
6120,14.91,55.23,276.27,293.72,285.37,204.97,7.01,35.21,0.02,0,0.9,0.51,0.51,0.51,0.51,0,0,0
6150,14.92,55.11,274.71,294.06,291.71,197.54,7.02,35.16,0,0.02,0.86,0.51,0.51,0.51,0.51,0,0,0
6180,14.84,55.21,285.73,290.43,288.04,204.76,7.04,35.19,0.02,0,0.92,0.52,0.52,0.51,0.51,0,0,0
6210,14.85,55.26,274.86,291.99,286.36,197.52,7,35.16,0,0.04,0.89,0.51,0.51,0.51,0.51,0,0,0
