Time,c_LO_measured,c_RE_measured,f_PLSP_measured,f_PLSS_measured,f_LO_measured,f_LE_measured,c_PLS_measured,c_LE_measured,c_RaffP_measured,c_RaffS_measured,c_BO_measured
4739,14.87,54.94,333.41,278.12,277.94,194.89,7,35,0.01,0.01,0.88
4740,14.87,54.94,333.21,277.85,277.74,195.14,7.01,35.01,0.01,0,0.88
4741,14.87,54.94,333.85,277.8,277.18,195.18,7,35,0.01,0.01,0.88
4742,14.87,54.94,333.53,278.6,277.63,194.33,7,35.01,0,0.01,0.88
4743,14.87,54.94,333.82,277.63,277.47,195.34,7,35,0.01,0,0.89
4744,14.87,54.94,333.63,278.14,277.8,195.2,7,35,0,0.01,0.88
4745,14.88,54.94,334,278.37,277.75,194.98,7,35,0.01,0.01,0.88
4746,14.86,54.94,333.69,277.33,277.63,194.86,7,35,0.01,0.01,0.88
4747,14.87,54.94,331.27,277.75,277.5,195.13,7,35,0.01,0.01,0.89
4748,14.88,54.94,333.89,277.98,277.66,194.82,7,35,0.01,0.01,0.88
4749,14.87,54.94,333.6,277.83,277.58,195.09,7,35,0.01,0.01,0.88
4750,14.87,54.94,334.25,278.91,277.63,195.02,7.01,35,0,0.01,0.88
4751,14.87,54.94,334.4,277.39,278.5,195.09,7,35,0.01,0.01,0.88
4752,14.87,54.94,333.67,278.46,278.17,195.27,7,35,0.01,0.01,0.89
4753,14.87,54.94,333.41,277.12,277.13,195.18,7,35,0.01,0,0.88
4754,14.88,54.94,332.99,277.74,276.85,194.69,7,35,0.01,0,0.88
4755,14.87,54.94,333.95,277.73,277.58,194.71,7,35,0.01,0.01,0.89
4756,14.87,54.94,333.47,276.96,277.66,194.84,7,35,0.01,0.01,0.89
4757,14.88,54.94,334.2,277.47,278.26,194.84,7,35,0.01,0,0.88
4758,14.87,54.94,333.7,277.56,278.57,195.79,7,35,0.01,0.01,0.88
4759,14.87,54.95,333.86,278.19,278.16,195.11,7,35,0.01,0,0.89
4760,14.87,54.94,333.19,277.98,277.63,194.97,7,35,0,0,0.89
4761,14.87,54.94,333.12,278.26,278.59,194.86,7,35,0,0.01,0.88
4762,14.87,54.94,333.42,277.34,278.47,195.23,7,35,0.01,0,0.88
4763,14.87,54.94,333.27,277.79,277.7,194.33,7,35,0.01,0.01,0.88
4764,14.87,54.95,333.38,277.5,278.41,194.99,7,35,0.02,0.01,0.89
4765,14.87,54.94,332.49,278.17,278.09,194.65,7,35,0,0,0.89
4766,14.87,54.94,333.78,278.05,278.2,194.82,7,35,0.01,0,0.88
4767,14.87,54.94,334.24,278.24,278.55,194.78,7,35,0.01,0.01,0.88
4768,14.87,54.94,333.31,277.83,278.77,195.32,7,35,0,0.01,0.89
4769,14.88,54.94,333.88,277.93,277.87,195.47,7,35,0.01,0.01,0.89
4770,14.87,54.94,334.05,278.45,279.09,195.03,7,35,0.01,0.01,0.88
4771,14.87,54.94,334.63,278.53,277.92,195.01,6.99,35,0.01,0.01,0.88
4772,14.87,54.95,333.61,278.35,278.7,195.01,7,35,0.01,0.01,0.88
4773,14.88,54.94,333.5,278.5,278.15,195.11,6.99,34.99,0.01,0,0.88
4774,14.87,54.94,333.42,277.95,277.99,194.45,7,35,0.01,0.01,0.89
4775,14.87,54.94,333.66,277.96,278.65,195.11,7,35.01,0.01,0,0.88
4776,14.88,54.94,332.88,278.26,277.29,194.99,7,35,0.01,0.01,0.88
4777,14.87,54.94,333.81,278.34,277.95,195.18,7,35,0.01,0.01,0.88
4778,14.87,54.94,332.63,277.41,277.31,195.44,7,35,0.01,0.01,0.89
4779,14.87,54.94,333.75,277.58,278.42,195.22,7,35,0.01,0.01,0.88
4780,14.87,54.94,334.12,278.02,278.51,194.85,7,35,0.01,0.01,0.88
4781,14.87,54.94,333.76,278.26,277.84,194.84,7,35,0.01,0,0.88
4782,14.87,54.94,334.15,278.15,278.16,195.5,7,35,0.01,0,0.88
4783,14.87,54.94,333.38,278.15,277.48,194.94,7,35,0.01,0.01,0.88
4784,14.87,54.94,333.69,278.45,278.84,195.53,7,35.01,0.01,0.01,0.89
4785,14.87,54.94,333.86,278.02,277.64,195.4,7,35,0.01,0.01,0.89
4786,14.87,54.94,334.03,277.94,278.53,195.12,7,35,0.01,0.01,0.88
4787,14.87,54.94,334.04,278.53,277.99,195.11,7,35,0.01,0,0.89
4788,14.87,54.94,334.49,277.67,277.98,195.38,7,35,0.01,0,0.88
4789,14.87,54.94,333.11,278.14,277.72,194.4,7,35,0.01,0.01,0.88
4790,14.87,54.94,334.26,278.38,278.27,195.45,7,35,0.01,0,0.88
4791,14.87,54.94,333.63,277.66,277.03,194.85,7,35,0.01,0,0.88
4792,14.88,54.94,333.8,277.74,278.14,194.47,7,35,0.01,0.01,0.88
4793,14.88,54.94,333.58,278.24,277.93,195.07,7,35,0.01,0.01,0.88
4794,14.87,54.94,333.74,278.37,277.81,194.86,7,35,0.01,0.01,0.89
4795,14.87,54.94,333.46,277.42,277.83,194.8,7,35,0.01,0.01,0.88
4796,14.87,54.94,333.78,277.85,277.04,194.92,7,35,0.01,0,0.88
4797,14.87,54.94,333.2,278.06,277.93,195.18,7,35,0,0.01,0.89
4798,14.87,54.94,333.83,279.04,278.09,194.92,7,35,0.01,0,0.88
4799,14.87,54.94,333.82,277.56,277.91,194.85,7,35,0.01,0,0.88
4800,14.87,54.94,333.23,278.08,277.8,195.26,7,35,0.01,0,0.88
4801,14.87,54.94,334.17,276.85,277.43,194.86,7,35,0.01,0,0.89
4802,14.87,54.94,333.61,279.04,278.35,194.77,7,35,0.01,0,0.88
4803,14.87,54.94,333.7,278.22,277.48,195.58,7,35,0.02,0,0.88
4804,14.88,54.94,333.41,278.26,278.05,194.31,7,35,0.01,0.01,0.88
4805,14.88,54.94,333.39,278.01,278.35,195.41,7,35,0.01,0.01,0.88
4806,14.87,54.94,333.99,278.73,278.04,195.36,7,35,0.01,0,0.89
4807,14.87,54.93,334.29,278.09,277.49,194.34,7,35,0.01,0,0.89
4808,14.87,54.94,333.24,277.34,278.19,195.06,7,35,0.01,0.01,0.89
4809,14.87,54.93,334.17,278.06,277.38,195.45,7,35,0.01,0.01,0.89
4810,14.87,54.94,333.74,277.92,278.64,195.07,7,35,0.02,0.01,0.89
4811,14.87,54.94,333.41,278.29,278.11,195.48,7,35,0.01,0.01,0.89
4812,14.87,54.94,333.35,278.45,277.6,195.08,7.01,35,0.01,0,0.88
4813,14.87,54.94,332.48,277.7,277.92,195.38,7,35,0.01,0,0.89
4814,14.87,54.94,334.52,277.73,277.33,195.04,7,35,0.01,0.01,0.88
4815,14.88,54.94,333.94,277.41,278.39,195.09,7,35,0.01,0.01,0.89
4816,14.87,54.94,333.5,277.21,278.13,195.05,7,35,0.01,0.01,0.89
4817,14.87,54.94,333.97,277.95,278.76,195.19,7,35,0.01,0.01,0.88
4818,14.87,54.94,333.56,278.02,278.74,194.82,7,35,0.01,0.01,0.89
4819,14.87,54.94,333.75,277.55,277.23,194.96,7,35,0.01,0.01,0.88
4820,14.87,54.94,333.26,277.63,277.88,194.99,7,35,0.01,0.01,0.88
4821,14.87,54.94,334.43,278.96,278.82,195.21,7,35,0.01,0,0.89
4822,14.87,54.94,333.26,278.26,278.62,195.32,7,35,0.01,0.01,0.89
4823,14.87,54.93,333.71,278,277.81,195.27,7,35,0.02,0,0.88
4824,14.87,54.95,334.34,278.19,278.81,195.3,7,35,0.01,0.01,0.88
4825,14.87,54.94,333.5,277.45,278.19,195.03,7,35,0.01,0.01,0.88
4826,14.87,54.94,333.02,277.88,278.35,195.21,7,35,0.01,0.01,0.88
4827,14.87,54.94,333.87,278.15,277.8,194.77,7,35,0.01,0.01,0.88
4828,14.87,54.94,333.81,278.07,277.64,194.85,7,35,0.01,0.01,0.88
4829,14.87,54.94,334.1,278.84,277.55,195.38,7,34.99,0.01,0.01,0.88
4830,14.87,54.95,333.34,278.44,277.48,194.47,7,35,0.01,0.01,0.88
4831,14.87,54.94,332.98,278.75,278.11,194.89,7,35,0.01,0.01,0.89
4832,14.87,54.94,333.27,278.13,277.64,194.77,7,34.99,0.01,0,0.89
4833,14.87,54.94,334.08,277.68,278.62,195.07,7,35,0.01,0,0.88
4834,14.87,54.94,334.16,277.22,278.3,195.38,7,35,0.01,0.01,0.89
4835,14.87,54.94,333.63,278.21,277.06,195.52,7,35,0.01,0.01,0.89
4836,14.87,54.94,332.86,277.79,278.35,194.62,7,35,0.01,0.01,0.88
4837,14.87,54.94,332.79,278.49,277.7,194.74,7,35,0.01,0,0.89
4838,14.87,54.94,333.7,278.87,277.65,194.67,7,34.99,0.01,0,0.88
4839,14.87,54.94,333.5,277.61,278.39,195.23,7,35,0.01,0.01,0.88
4840,14.87,54.94,332.72,277.85,277.41,194.71,7,34.99,0.01,0,0.89
4841,14.87,54.94,334.14,278.43,277.73,194.67,7,35,0.01,0.01,0.88
4842,14.88,54.95,334.22,277.58,278.35,195.13,7,35,0.01,0.01,0.89
4843,14.88,54.94,333.23,277.53,277.14,195.32,7,35,0.01,0.01,0.89
4844,14.87,54.94,333.79,278.4,278.28,194.73,7.01,35,0.01,0.01,0.88
4845,14.87,54.94,332.98,277.85,277.46,194.54,7,35,0.01,0.01,0.89
4846,14.87,54.94,333.19,278.05,277.89,195.65,7,35,0.01,0,0.89
4847,14.88,54.94,333.51,278.59,277.56,195.02,7,35,0.01,0.01,0.89
4848,14.87,54.93,332.79,277.23,279.21,194.13,7,35,0.01,0,0.88
4849,14.87,54.94,332.89,278.7,277.91,194.74,7,35,0.01,0.01,0.88
4850,14.88,54.94,333.83,278.71,277.62,194.75,7,35,0.01,0,0.89
4851,14.87,54.94,333.91,277.45,277.66,194.72,7,35,0.01,0.01,0.88
4852,14.87,54.94,334.1,277.95,278.17,194.87,7,35,0.02,0.01,0.88
4853,14.87,54.94,333.77,277.9,277.94,195.71,7,35,0.01,0.01,0.88
4854,14.87,54.94,333.71,276.87,277.89,195.2,7,35,0,0.01,0.88
4855,14.87,54.94,333.48,278.09,278.06,194.71,7,35,0.01,0.01,0.88
4856,14.87,54.94,333.79,277.99,278.32,195.67,7,35,0.01,0,0.89
4857,14.87,54.94,333.1,277.72,278.19,194.85,7,35,0.02,0,0.89
4858,14.87,54.94,333.01,277.89,278.04,194.19,7,35,0.01,0,0.89
4859,14.87,54.94,334.24,277.42,277.98,195.45,7,35,0.01,0.01,0.89
4860,14.87,54.94,333.43,277.92,278.73,195.01,7,35,0.01,0.01,0.88
4861,14.87,54.94,333.37,277.76,278.02,195.22,7,35,0.01,0.01,0.88
4862,14.87,54.94,333.95,278.11,277.6,195.28,7,35,0.01,0.01,0.88
4863,14.87,54.94,333.59,278.78,277.86,194.84,7,35,0.01,0.01,0.89
4864,14.87,54.94,333.37,278.08,278.09,194.69,7,35,0.01,0.01,0.88
4865,14.87,54.94,334.15,278.07,278.28,194.4,7,35,0.01,0.01,0.88
4866,14.87,54.94,333.52,277.67,278.09,195.33,7,35,0.01,0.01,0.89
4867,14.87,54.94,334.45,277.74,277.65,194.79,7,35,0.01,0,0.88
4868,14.87,54.94,334.06,277.48,278.45,194.8,7,35,0.01,0.01,0.89
4869,14.87,54.94,333.61,277.62,278.16,195.19,7,35,0.02,0.01,0.89
4870,14.88,54.94,333.74,278.17,278.23,194.88,7,35,0.01,0.01,0.88
4871,14.88,54.94,333.82,278.1,277.7,194.99,7,35,0.01,0,0.88
4872,14.87,54.94,333.47,277.96,278.34,195.19,7,35,0.01,0,0.89
4873,14.87,54.94,333.64,278.44,278.22,194.82,7,35,0,0.01,0.88
4874,14.88,54.94,334.02,278.05,277.9,195.25,7,35,0.01,0.02,0.89
4875,14.87,54.94,332.42,278.15,277.96,195.12,7,35,0.01,0.01,0.88
4876,14.87,54.94,333.9,278.78,278.19,194.55,7,35,0.01,0.01,0.89
4877,14.88,54.95,334.5,277.35,279.07,194.77,7,35,0.01,0.01,0.88
4878,14.88,54.94,333.64,277.83,278.01,195.45,7,35,0.01,0.01,0.88
4879,14.87,54.94,332.47,278.01,277.75,194.99,7,34.99,0.01,0.01,0.89
4880,14.88,54.94,333.74,277.25,277.6,194.67,7,35,0.01,0.01,0.89
4881,14.87,54.94,333.61,276.91,278.11,195.21,7,35,0.01,0,0.89
4882,14.88,54.93,333.76,278.43,277.74,194.65,7,35,0.01,0.01,0.89
4883,14.87,54.94,333.38,277.8,277.79,195.04,7,35,0.01,0,0.89
4884,14.87,54.94,334.02,278.08,278.08,195.26,7,35,0.02,0.01,0.89
4885,14.87,54.94,333.86,279.09,278.67,194.61,7,35,0.01,0,0.88
4886,14.87,54.94,333.99,277.6,277.6,194.62,7,35,0.01,0.01,0.88
4887,14.87,54.94,334.11,278.23,278.24,194.62,7,35,0.01,0.01,0.88
4888,14.87,54.94,333.43,277.9,277.47,194.64,7,35,0.01,0.01,0.88
4889,14.87,54.94,333.65,277.75,278.13,195.24,6.99,35,0,0.01,0.88
4890,14.87,54.94,334.32,277.87,278.07,194.71,7,35,0,0.01,0.88
4891,14.87,54.94,335.03,277.96,278.24,195.26,7,35,0.01,0.01,0.89
4892,14.87,54.94,334.14,277.47,278.87,194.73,7,35,0.01,0,0.89
4893,14.87,54.94,332.99,277.8,278.23,195.18,7,35,0.01,0.01,0.88
4894,14.87,54.95,333.59,278.14,277.52,194.69,7,35,0.01,0.01,0.88
4895,14.87,54.94,333.28,277.72,278.19,195.03,7,35,0.01,0.01,0.88
4896,14.87,54.94,334.2,277.96,277.82,195.17,7,35,0.01,0.01,0.88
4897,14.87,54.94,333.32,278.57,277.93,194.85,7,35,0.01,0,0.89
4898,14.87,54.93,333.26,278.83,277.79,194.87,6.99,35,0.01,0.01,0.88
4899,14.87,54.94,334.7,278.2,277.88,194.79,7,35,0.01,0.01,0.89
4900,14.87,54.94,333.5,278.54,277.89,195.22,7,35,0.01,0.01,0.89
4901,14.87,54.94,333.72,277.29,277.84,194.8,7,35,0.01,0,0.88
4902,14.87,54.94,333.45,278.2,277.71,195.37,7,35,0.01,0.01,0.88
4903,14.87,54.94,333.85,278.78,277.52,195.28,7,35,0.01,0,0.88
4904,14.87,54.94,333.69,278.03,277.27,194.68,6.99,34.99,0.01,0,0.89
4905,14.87,54.94,334.58,277.16,277.87,195.16,7,35,0.01,0,0.89
4906,14.87,54.94,334.01,277.88,277.52,195.12,7,35,0.01,0.01,0.89
4907,14.87,54.94,333.35,277.67,278.75,194.84,7.01,35,0.01,0.01,0.89
4908,14.87,54.94,333.7,278.47,278.1,194.97,7,35,0.02,0.01,0.88
4909,14.87,54.93,334.42,277.37,278.05,194.94,7,35,0.01,0.01,0.89
4910,14.87,54.94,333.15,278.86,277.82,194.95,7,35,0.01,0.01,0.88
4911,14.87,54.94,334.25,277.33,278.54,195.36,7,35,0.01,0,0.88
4912,14.86,54.94,334.78,278.57,278.12,195.25,7,35,0.01,0,0.88
4913,14.88,54.94,334.37,278.15,278.24,194.57,7,35,0.01,0,0.89
4914,14.87,54.94,333.26,277.85,277.84,194.8,7,35,0.02,0,0.88
4915,14.87,54.93,332.81,277.74,278,194.68,7,35,0.01,0.01,0.88
4916,14.87,54.95,333.94,278.51,278.32,195.08,7,35,0.01,0.01,0.89
4917,14.87,54.94,333.03,277.94,278.48,195,7,35,0.01,0.01,0.89
4918,14.88,54.95,332.85,278.24,277.79,195.35,7,35,0.01,0,0.88
4919,14.87,54.93,334.46,277.99,278.51,195.27,7,35,0.01,0.01,0.89
4920,14.88,54.94,333.93,277.46,277.58,194.95,7,35,0.01,0,0.89
4921,14.87,54.94,333.19,277.78,278.18,194.83,7,35,0.01,0.01,0.88
4922,14.87,54.94,334.62,278.42,278.33,194.68,7,35,0.01,0,0.88
4923,14.88,54.94,333.41,278.45,277.07,194.66,7,35,0.01,0.01,0.89
4924,14.87,54.94,333.35,277.52,277.81,195.36,7,35.01,0.01,0.01,0.89
4925,14.87,54.94,333.3,278.71,277.94,194.74,7.01,35,0.01,0.01,0.89
4926,14.87,54.94,333.54,277.81,276.94,195.67,7.01,35.01,0.02,0.01,0.89
4927,14.87,54.94,333.05,277.66,277.79,195.62,7,35,0.01,0.01,0.88
4928,14.87,54.94,333.74,277.81,278.6,195.41,7,35,0.01,0,0.89
4929,14.87,54.94,333.61,278.31,277.75,195.65,7,35,0.01,0.01,0.88
4930,14.88,54.94,334.43,278.03,277.75,194.57,7,35,0.01,0.01,0.89
4931,14.87,54.94,333.37,279.43,278,194.96,7,34.99,0.01,0,0.88
4932,14.87,54.94,334,277.74,277.63,194.94,7,35,0.01,0,0.89
4933,14.87,54.94,333.56,277.98,278.09,194.86,7,35,0.01,0,0.89
4934,14.87,54.94,333.62,277.96,277.94,195.03,7,35,0.01,0.01,0.89
4935,14.87,54.94,333.7,278.21,278.17,194.66,7,35,0.01,0,0.89
4936,14.88,54.94,334.86,277.76,277.73,195.28,7,35,0.01,0.01,0.89
4937,14.87,54.94,333.72,277.86,277.79,195.57,7,35,0.01,0.01,0.88
4938,14.87,54.94,333.83,278.46,277.83,195.12,7.01,35,0.01,0,0.88
4939,14.87,54.94,333.77,277.18,278.14,194.58,7,35,0.01,0,0.89
4940,14.87,54.94,333.82,277.4,278.32,195.17,7,35,0.01,0.01,0.88
4941,14.87,54.94,333.73,277.88,277.83,194.84,7,35,0,0.01,0.88
4942,14.87,54.94,333.67,278.25,278.33,195.3,7.01,35,0.01,0.01,0.88
4943,14.87,54.94,333.24,277.95,278.32,195.17,7,35,0.01,0.01,0.88
4944,14.87,54.94,333.18,277.87,278.53,194.75,7,35,0.01,0,0.89
4945,14.88,54.95,333.44,277.97,278.01,194.95,7,35,0.01,0,0.88
4946,14.87,54.94,333.73,278.94,278.01,194.54,7,35,0.01,0.01,0.88
4947,14.87,54.94,333.66,278.72,277.29,194.9,7,35,0.01,0.01,0.89
4948,14.87,54.94,333.18,277.99,277.71,194.99,7,35.01,0.01,0.01,0.89
4949,14.87,54.94,334.52,277.98,277.36,195.41,7,35,0.01,0.01,0.88
4950,14.88,54.94,333.69,277.84,277.65,194.89,7,35,0.01,0.01,0.88
4951,14.87,54.94,332.66,276.76,277.67,195.17,7,35,0.01,0.01,0.89
4952,14.87,54.94,333.14,278.78,278.5,194.97,7,35,0.01,0.01,0.89
4953,14.87,54.94,334.05,277.7,277.06,194.95,7.01,35,0.01,0,0.89
4954,14.87,54.94,333.81,278.07,278.22,195,7,35.01,0.01,0.01,0.89
4955,14.87,54.94,333.15,277.42,278.11,194.95,7,35,0.01,0,0.88
4956,14.87,54.93,332.99,278.1,277.58,194.85,7,35,0.01,0.01,0.88
4957,14.88,54.94,332.83,278.29,277.28,195.01,7,35,0.01,0.01,0.89
4958,14.87,54.94,333.23,277.9,278.01,195.24,7,35,0.02,0.01,0.88
4959,14.87,54.94,333.84,277.88,278,194.68,7,35,0.01,0.01,0.88
4960,14.87,54.95,333.29,277.5,278.02,195.41,7,35,0.01,0.01,0.89
4961,14.87,54.94,333.72,277.49,278.5,194.99,7,35,0.01,0,0.88
4962,14.87,54.94,333.82,277.61,278.36,194.85,7,35,0.01,0.01,0.88
4963,14.87,54.94,333.21,277.42,277.5,195.25,7,35,0.01,0.01,0.88
4964,14.87,54.94,334.34,278.73,278.04,194.92,6.99,35,0.01,0.01,0.89
4965,14.87,54.94,333.43,277.98,277.88,194.26,7,35,0.01,0.01,0.88
4966,14.87,54.94,333.02,278.06,277.03,194.97,7,35,0.01,0.01,0.88
4967,14.87,54.94,333.03,278.13,277.89,195.22,7,35,0.01,0.01,0.89
4968,14.87,54.94,333.31,277.79,277.4,194.82,7,35,0.01,0.01,0.89
4969,14.87,54.94,333.75,278.66,278.33,194.85,7,35,0.01,0.01,0.88
4970,14.87,54.94,333.38,277.77,278.08,195.06,7,35,0.01,0.01,0.88
4971,14.87,54.94,333.22,277.58,277.54,195.38,7,35,0.01,0.01,0.89
4972,14.87,54.95,334.2,278.05,278.57,194.9,7,35,0.01,0,0.88
4973,14.87,54.94,333.34,278.71,277.8,194.99,7,35,0.01,0.01,0.89
4974,14.87,54.94,333.34,277.93,277.93,194.59,7,35,0.01,0.01,0.88
4975,14.87,54.94,333.96,277.35,278.24,195.33,7,35,0.01,0.01,0.88
4976,14.88,54.94,332.82,278.13,277.14,194.81,7.01,35,0.01,0.01,0.89
4977,14.87,54.94,333.95,278.86,278.12,195.45,7.01,34.99,0,0.01,0.89
4978,14.87,54.94,334.05,278.25,277.79,194.65,7,35,0.01,0.01,0.88
4979,14.87,54.95,334.21,276.91,278,194.68,7,35,0.01,0.01,0.89
4980,14.88,54.93,334.13,277.5,277.45,195.23,7.01,35,0.01,0,0.89
4981,14.87,54.94,334.21,276.76,278.11,194.86,7,35,0,0.01,0.89
4982,14.87,54.93,334.09,278.27,277.87,194.9,7,35,0.01,0.01,0.88
4983,14.87,54.94,333.39,277.88,277.78,194.1,7,35,0.01,0,0.88
4984,14.87,54.94,333.68,277.44,278.77,194.7,7,35,0,0,0.88
4985,14.87,54.94,333.63,277.97,277.67,195.28,7,35,0.01,0.01,0.89
4986,14.87,54.94,333.37,278.06,277.8,194.95,7,35,0.01,0.01,0.88
4987,14.87,54.94,334.03,277.14,276.94,194.82,7,35,0.01,0.01,0.88
4988,14.87,54.94,333.21,278.41,278.33,195.28,6.99,35,0.01,0,0.88
4989,14.87,54.94,333.26,278.49,278.27,194.96,7,35,0.01,0.01,0.88
4990,14.87,54.94,334.15,278.14,277.75,195.28,7,35,0.01,0.01,0.88
4991,14.87,54.94,332.68,277.71,278.51,194.99,7,35,0.01,0.01,0.88
4992,14.87,54.94,332.96,277.44,277.75,195.05,7,35,0.01,0,0.88
4993,14.87,54.95,333.68,277.86,278.08,194.56,7,35,0.02,0.01,0.88
4994,14.87,54.94,333.42,277.42,278.36,195.47,7,35,0.01,0,0.89
4995,14.87,54.95,333.69,278.4,278.06,195.27,7,35,0.01,0,0.88
4996,14.86,54.94,333.15,277.25,278.07,194.85,6.99,35,0.01,0,0.88
4997,14.88,54.94,334.15,277.88,278.4,195.36,7,35,0.01,0.01,0.88
4998,14.87,54.94,333.18,278.41,277.73,195,7,35,0.01,0.01,0.88
4999,14.88,54.94,333.71,278.15,277.3,195.22,7,35,0,0,0.88
5000,14.87,54.94,333.89,277.16,277.9,195.54,7,35,0.01,0,0.88
5001,14.87,54.94,333.43,277.74,277.92,194.76,7,35,0.01,0.01,0.88
5002,14.87,54.94,333.18,278.62,277.15,195.41,7,34.99,0.01,0.01,0.88
5003,14.87,54.94,333.04,277.98,278.2,194.58,7,35,0.01,0,0.88
5004,14.87,54.94,334.02,277.89,277.98,195.01,7,35,0.01,0.01,0.88
5005,14.87,54.94,333.52,277.79,278.29,194.84,7,35,0.01,0.01,0.88
5006,14.87,54.94,333.31,278.22,279.27,195.2,7,35,0.01,0.01,0.88
5007,14.87,54.95,333.8,277.38,278.56,194.83,7,35,0.01,0,0.89
5008,14.87,54.94,334.39,278.07,277.72,195.43,7,35,0.01,0.01,0.88
5009,14.87,54.94,333.75,278.02,278.13,194.52,7,35,0.01,0.01,0.88
5010,14.87,54.94,333.85,278.76,278.09,194.78,7,35,0.01,0.01,0.88
5011,14.87,54.95,333.78,277.81,278.04,194.48,7,35,0.01,0,0.89
5012,14.87,54.94,332.72,278.82,278.17,194.45,7,35,0.02,0.01,0.88
5013,14.87,54.94,333.66,277.68,277.61,195.02,7,35,0.01,0,0.88
5014,14.87,54.94,334.09,277.94,278.87,194.42,7,35,0.01,0.01,0.88
5015,14.87,54.94,334.38,278.69,278.21,195.5,7,35,0.01,0.01,0.89
5016,14.87,54.94,334.08,277.73,277.8,194.66,7,34.99,0.01,0.01,0.88
5017,14.87,54.94,333.95,278.35,278.58,194.64,7,35,0.01,0.01,0.88
5018,14.87,54.94,333.66,277.7,277.62,194.9,7,35,0.01,0.01,0.89
5019,14.88,54.94,333.6,277.95,277.9,195.16,7,35,0.01,0,0.88
5020,14.87,54.94,332.63,277.91,277.63,194.49,6.99,35,0.01,0.01,0.88
5021,14.87,54.94,334.44,277.41,277.72,195.43,7.01,35,0.01,0.01,0.88
5022,14.88,54.94,332.85,278.19,277.75,194.78,7,35,0.01,0.01,0.88
5023,14.87,54.95,333.8,278.26,278.68,195.33,7,35,0.01,0.01,0.88
5024,14.87,54.94,333.52,277.05,278.69,194.19,7,35,0.01,0,0.89
5025,14.87,54.94,334.18,277.72,277.96,194.04,7,35.01,0.01,0.01,0.89
5026,14.87,54.94,333.27,277.8,277.59,195.29,7,35,0.01,0.01,0.88
5027,14.87,54.94,333.25,278.51,277.49,194.62,7,35,0.01,0.01,0.88
5028,14.87,54.94,333.4,278.45,277.64,195.08,7.01,35,0.01,0.01,0.88
5029,14.87,54.94,333.14,278.13,277.94,195.05,7,35,0.01,0.02,0.88
5030,14.87,54.94,333.61,278.49,278.78,194.87,7,35,0.01,0.01,0.89
5031,14.87,54.93,332.45,277.54,278.1,194.57,7,35,0.01,0,0.89
5032,14.88,54.94,333.53,277.7,278.36,194.72,7,35,0.01,0,0.88
5033,14.87,54.94,334.02,277.88,278.28,194.66,6.99,35,0.01,0,0.88
5034,14.88,54.94,333.56,278.48,279.09,195.41,7,35,0.01,0,0.89
5035,14.87,54.94,333.22,277.61,278.47,194.83,6.99,35,0.01,0.01,0.88
5036,14.87,54.94,333.82,277.38,278.28,194.87,6.99,34.99,0.01,0,0.89
5037,14.87,54.94,334.04,278.14,277.48,194.5,7,35,0.01,0,0.88
5038,14.87,54.94,334.36,277.42,277.8,194.69,7,35,0.01,0,0.89
5039,14.87,54.95,334.09,277.9,278.21,195.37,7,35,0.01,0.01,0.88
5040,14.88,54.94,333.6,277.23,277.68,194.51,7,35,0.01,0,0.88
5041,14.87,54.94,333.09,278.17,277.69,194.81,7,35,0,0,0.88
5042,14.87,54.94,333.6,278.16,277.9,195.12,7,35,0.01,0,0.88
5043,14.87,54.94,333.69,278.52,278.31,195.05,7,35,0.01,0,0.89
5044,14.87,54.94,333.83,278.49,277.77,195.53,7,35,0.01,0.01,0.88
5045,14.87,54.94,332.98,278.58,278.32,195.52,7,35,0.01,0.01,0.88
5046,14.87,54.93,333.06,277.76,277.7,194.92,7,35,0.01,0.01,0.88
5047,14.87,54.94,333.08,278.25,278.21,195.59,7,34.99,0.01,0.01,0.89
5048,14.87,54.94,333.1,278.55,277.62,195.35,7,35,0.01,0.01,0.88
5049,14.87,54.95,333.36,277.86,278.39,195.01,7,35,0.01,0.01,0.88
5050,14.87,54.94,333.84,277.82,278.31,195.27,7,35,0.01,0.01,0.89
5051,14.88,54.94,333.22,278.1,278.47,194.8,7,35,0.01,0,0.89
5052,14.88,54.94,334.09,277.64,277.33,195.17,7,35,0.01,0.01,0.88
5053,14.87,54.94,333.19,278.21,278.14,195.65,7,35,0.01,0,0.88
5054,14.87,54.94,333.48,277.92,277.95,194.99,7,35,0.01,0.01,0.88
5055,14.88,54.94,334.18,278,277.9,194.97,7,35,0,0,0.88
5056,14.87,54.94,333.86,277,278.58,195.03,7,35,0.01,0.01,0.88
5057,14.87,54.94,333.48,278.52,278.07,194.58,7.01,35,0.01,0.01,0.88
5058,14.87,54.94,333.84,278.9,277.5,194.93,7,35,0.01,0.01,0.88
5059,14.88,54.94,332.49,277.75,278.03,195.15,7,35,0.01,0,0.88
5060,14.87,54.93,334.19,277.63,279.04,195.13,7.01,35,0.01,0.01,0.89
5061,14.87,54.94,333.78,277.53,277.4,195.36,7,35,0.01,0.01,0.89
5062,14.87,54.94,333.86,277.86,278.23,195,7.01,35,0.01,0.01,0.89
5063,14.87,54.95,333.94,277.31,277.81,195.37,7,35,0.01,0,0.88
5064,14.87,54.93,333.99,278.5,278.97,195.21,6.99,35,0.01,0,0.88
5065,14.87,54.94,333.53,277.97,277.67,195.09,7,35,0.01,0.01,0.89
