Time,c_LO_measured,c_RE_measured,f_PLSP_measured,f_PLSS_measured,f_LO_measured,f_LE_measured,c_PLS_measured,c_LE_measured,c_RaffP_measured,c_RaffS_measured,c_BO_measured
2018,14.87,54.97,277.7,277.87,277.16,194.55,7,35,0.01,0.01,0.88
2019,14.87,54.95,278.12,277.42,277.13,194.77,7,35,0.01,0.01,0.89
2020,14.87,54.96,278.45,277.95,277.53,194.41,7,35.01,0.01,0,0.88
2021,14.87,54.96,278.68,278.26,277.7,194.81,7,35,0.01,0,0.89
2022,14.88,54.96,277.81,277.68,277.23,194.86,7,35,0.01,0.01,0.88
2023,14.87,54.96,278.06,277.96,277.97,195.08,7,35,0.01,0.01,0.88
2024,14.87,54.96,278.48,278.58,277.78,195,7.01,35,0.01,0,0.89
2025,14.87,54.96,277.63,277.88,278.93,194.59,7,34.99,0.01,0.01,0.89
2026,14.87,54.96,278.18,278.22,278.52,195.49,7,35,0,0.01,0.88
2027,14.87,54.96,277.56,277.68,277.97,194.31,7,35,0,0.01,0.88
2028,14.87,54.96,278.28,277.72,278.46,194.65,7,35,0.01,0.01,0.88
2029,14.87,54.96,278.62,277.69,278.28,195.25,7,35,0.01,0.01,0.89
2030,14.87,54.97,278.43,278.42,277.67,194.78,7,35.01,0.01,0,0.89
2031,14.87,54.96,278.15,278.6,277.9,195.08,7,34.99,0,0.01,0.89
2032,14.87,54.96,277.72,278.53,278.55,194.83,7,34.99,0.01,0.01,0.89
2033,14.87,54.96,277.86,278.17,278.29,194.95,7,35,0.01,0,0.88
2034,14.87,54.96,276.79,278.26,278.32,194.75,7,35,0,0.01,0.89
2035,14.87,54.97,278.12,277.76,277.1,195.12,7,35,0,0.01,0.89
2036,14.87,54.96,278.31,277.63,278.39,194.52,7,35,0.01,0.01,0.88
2037,14.87,54.96,278.26,277.7,278.29,194.56,7,35,0.01,0.01,0.89
2038,14.87,54.96,277.89,277.79,278.33,194.75,7,35.01,0.01,0,0.89
2039,14.87,54.96,277.33,278.01,277.68,195.17,7,35,0.01,0.01,0.88
2040,14.87,54.96,277.95,277.84,277.64,195.05,7,35,0,0.01,0.89
2041,14.87,54.96,278.05,278.04,279.14,194.61,7,35,0.01,0.01,0.89
2042,14.87,54.97,277.97,277.62,278.02,195.08,7,35,0.01,0.01,0.89
2043,14.87,54.96,277.88,278.09,277.86,194.73,7,35,0.01,0.01,0.89
2044,14.86,54.96,277.99,278.24,277.55,195,7,35,0.01,0,0.88
2045,14.88,54.95,277.69,277.49,278.75,194.71,6.99,35,0.01,0.01,0.88
2046,14.88,54.96,277.46,278.18,277.34,194.53,7,35,0.01,0,0.89
2047,14.87,54.96,277.88,278.69,278.8,194.62,7,35,0,0.01,0.89
2048,14.87,54.96,278.88,277.84,277.87,194.86,7,35,0.01,0,0.89
2049,14.87,54.96,277.58,277.72,277.07,194.79,7,35,0.01,0,0.89
2050,14.87,54.96,278.61,278.16,278.16,194.83,7,35,0.01,0,0.88
2051,14.87,54.96,277.77,277.05,277.77,194.64,7,35,0.01,0,0.88
2052,14.87,54.96,277.64,278.37,277.75,195.05,7,35,0,0.01,0.89
2053,14.86,54.96,277.51,277.71,278.45,195.15,7,35,0.02,0.01,0.89
2054,14.87,54.96,277.05,278.14,279.02,195.08,7,35,0.01,0,0.89
2055,14.87,54.96,278.03,278.8,278.4,194.91,7,35,0.01,0.01,0.89
2056,14.87,54.96,277.71,277.54,277.35,195.14,7,35,0.01,0.01,0.89
2057,14.87,54.97,277.41,278.25,278.88,194.43,7,35,0.01,0.01,0.89
2058,14.87,54.96,277.73,278.77,276.9,194.87,7,35,0.01,0.01,0.88
2059,14.87,54.96,277.91,277.74,277.68,194.51,7,35,0.01,0,0.89
2060,14.87,54.96,278.72,277.27,276.85,195.41,7,35,0.01,0.01,0.89
2061,14.87,54.97,278.08,278.54,277.88,194.74,7,35,0.01,0.01,0.89
2062,14.87,54.96,278.71,277.45,278.08,194.88,7,35,0.01,0,0.88
2063,14.87,54.97,278.07,278,277.91,194.82,7,35,0.01,0.01,0.88
2064,14.87,54.96,278.29,278.08,277.54,195.05,7,35,0.01,0.01,0.88
2065,14.87,54.96,278.59,278.09,278.28,194.99,7,35,0.01,0,0.88
2066,14.87,54.96,278.35,277.91,278.08,195.71,7,35,0.01,0,0.88
2067,14.87,54.96,277.81,277.41,278.22,195.22,6.99,35,0.01,0.01,0.88
2068,14.87,54.96,278.24,277.89,278.24,194.68,7,35,0.01,0.01,0.89
2069,14.87,54.96,278.25,277.79,278.07,195.26,7,35,0,0.01,0.89
2070,14.88,54.96,277.67,278.61,277.69,195.34,7,35,0,0.01,0.89
2071,14.87,54.96,277.88,278.53,277.73,195.01,7,35,0.01,0,0.88
2072,14.87,54.96,277.2,278.06,278.29,195.46,7,35,0.01,0,0.88
2073,14.87,54.96,277.75,278.66,277.94,194.68,7,35,0,0.01,0.88
2074,14.86,54.95,277.46,278.05,278.03,194.96,7,35,0.01,0.01,0.89
2075,14.87,54.96,277.87,277.51,278.24,195.4,7,35,0.01,0.01,0.88
2076,14.86,54.96,277.26,278.54,278.12,195.68,7,35,0,0,0.89
2077,14.88,54.96,277.42,276.96,278.55,194.49,7,35,0.01,0.01,0.89
2078,14.87,54.96,277.7,278,277.53,194.67,7,35,0.01,0,0.89
2079,14.87,54.96,278.24,277.9,278.43,195.01,7,35,0.01,0.01,0.88
2080,14.87,54.96,278.14,277.78,277.79,195.3,7,35,0.01,0,0.88
2081,14.88,54.96,277.74,278.63,278.21,195.05,7,35,0.01,0,0.89
2082,14.88,54.95,277.27,277.64,278.47,195.13,7,35,0.01,0,0.89
2083,14.87,54.96,278.05,278.34,277.74,195,7,35,0.01,0.01,0.89
2084,14.87,54.96,277.57,278.79,277.81,195.15,7,35,0,0,0.89
2085,14.87,54.96,278.04,278.82,277.6,195.61,7,35,0.01,0,0.89
2086,14.87,54.95,277.55,278.46,277.96,194.83,6.99,35,0,0,0.89
2087,14.87,54.96,277.16,278.06,277.93,195.23,7,35,0.02,0.01,0.89
2088,14.87,54.96,278.14,277.57,279.03,194.87,7,35,0.01,0.01,0.89
2089,14.87,54.96,277.88,277.84,278.83,194.99,7,35,0.01,0,0.88
2090,14.87,54.96,278.05,277.95,278.7,194.88,7.01,35,0,0.01,0.89
2091,14.87,54.96,277.53,278.52,278.07,195.68,7,35,0.01,0,0.88
2092,14.87,54.96,278.51,278.11,277.65,195.13,7,35,0.01,0,0.89
2093,14.87,54.96,277.42,277.99,277.76,195.47,7.01,35,0.01,0.01,0.89
2094,14.87,54.96,277.51,277.81,278.33,194.83,7,35,0,0,0.88
2095,14.87,54.96,278.36,278.72,277.86,194.72,7,35,0.01,0,0.89
2096,14.87,54.96,277.93,277.25,276.77,195.08,7,35,0,0,0.88
2097,14.87,54.96,277.91,277.52,278.47,195.27,7,35,0,0,0.89
2098,14.87,54.96,278.12,277.61,277.85,194.85,7,35,0.01,0.01,0.88
2099,14.87,54.96,277.53,278.34,278.13,194.85,7,35,0.01,0,0.89
2100,14.87,54.96,277.95,278.29,276.95,195.21,7,35,0.01,0.01,0.89
2101,14.88,54.96,277.8,277.69,277.63,194.55,7,35,0,0.01,0.88
2102,14.87,54.96,278.09,278.07,277.83,195.07,7,34.99,0.01,0.01,0.89
2103,14.87,54.97,278.26,277.94,278.12,194.76,7,35,0.01,0.01,0.89
2104,14.87,54.96,278.45,277.15,277.24,194.89,7,35,0.01,0.01,0.89
2105,14.88,54.96,277.55,278.08,278.44,194.91,7,35,0.01,0.01,0.89
2106,14.87,54.96,277.38,277.87,277.71,195.65,7,35,0.01,0,0.89
2107,14.87,54.96,277.44,278.08,278.08,195.02,7,35,0.01,0,0.88
2108,14.87,54.96,277.87,278.34,278.04,195.63,7,35,0.01,0.01,0.88
2109,14.87,54.96,277.73,277.35,278.49,194.67,7,35,0.01,0.01,0.88
2110,14.87,54.96,278.3,277.86,277.8,195.59,7,35,0.01,0.01,0.89
2111,14.87,54.96,277.83,277.69,278.3,195.59,7,35,0,0.01,0.88
2112,14.86,54.96,278.93,277.26,277.36,194.92,7,35,0.01,0.01,0.88
2113,14.87,54.96,277.67,278.11,277.58,195.11,7,35,0,0.01,0.89
2114,14.87,54.96,278.27,277.03,277,194.71,7,35,0.01,0.01,0.88
2115,14.88,54.96,278.18,278.07,277.26,195.01,7,35,0.01,0.01,0.89
2116,14.87,54.96,277.97,277.36,277.18,195.46,7,35,0.01,0.01,0.89
2117,14.87,54.96,278.14,277.06,277.82,194.79,7,35,0.01,0.01,0.89
2118,14.87,54.96,277.29,277.97,277.9,195.32,7,35,0,0.01,0.88
2119,14.87,54.96,277.98,279.02,278.64,195.23,7,35,0.01,0.01,0.88
2120,14.88,54.96,278.59,278.21,278,194.99,7,35,0.02,0.01,0.89
2121,14.88,54.96,277.82,277.95,277.9,194.38,7,35,0.01,0.01,0.88
2122,14.87,54.96,278.45,277.78,277.36,194.63,7,35,0,0,0.89
2123,14.87,54.96,277.77,278.09,278.31,194.76,7,35,0.01,0.01,0.89
2124,14.87,54.96,277.67,277.98,278.75,194.68,7,35,0.01,0.01,0.89
2125,14.87,54.96,278.46,277.69,278.23,195.2,7.01,35,0.01,0.01,0.88
2126,14.87,54.96,279.08,277.97,277.9,195,6.99,35,0,0.01,0.88
2127,14.87,54.96,278.8,278.21,277.8,194.61,7,35,0.01,0.01,0.89
2128,14.87,54.96,278.37,279.19,278.61,194.99,7,35,0.01,0.01,0.88
2129,14.87,54.96,278.25,277.97,278.08,194.7,7,35,0.01,0.01,0.89
2130,14.87,54.96,277.98,278.14,278.91,194.74,7.01,35,0.01,0.01,0.88
2131,14.87,54.96,277.72,278.34,278.2,194.58,7.01,35.01,0.01,0.01,0.88
2132,14.87,54.96,278.31,277.84,278.13,194.56,7,35,0,0.01,0.89
2133,14.87,54.97,277.64,278.03,277.29,194.84,7.01,35,0.01,0,0.88
2134,14.87,54.96,277.92,278.06,278.45,195.09,6.99,35,0.01,0.01,0.89
2135,14.87,54.96,278.2,277.78,276.97,194.69,7,35,0,0.01,0.89
2136,14.88,54.96,277.59,277.5,277.35,194.19,7,35,0,0.01,0.88
2137,14.87,54.96,277.75,277.91,277.73,195.12,7,35,0.01,0,0.89
2138,14.87,54.96,278.31,278.14,277.24,195.05,7,35,0,0.01,0.89
2139,14.87,54.96,277.31,277.57,277.93,195.42,7,35,0.01,0,0.89
2140,14.87,54.96,277.94,278.32,277.69,195.03,7,35,0.01,0.01,0.89
2141,14.87,54.96,278.26,278.08,278.24,195.07,7,35,0.01,0,0.89
2142,14.86,54.96,277.88,276.67,277.3,195.06,7,35,0,0.01,0.88
2143,14.87,54.96,278.44,278.53,278.62,194.99,7,35,0.01,0.01,0.89
2144,14.87,54.96,277.67,278.21,278.86,195.36,7,35,0.01,0.01,0.89
2145,14.87,54.96,277.65,277.77,278.66,195.11,7,35,0,0.01,0.89
2146,14.87,54.96,277.7,278.13,277.23,194.58,7,35,0.01,0.01,0.88
2147,14.87,54.97,278.17,277.38,277.96,195.11,7,35,0.01,0.01,0.89
2148,14.87,54.96,278.6,277.91,277.7,195.34,7,35,0,0.01,0.88
2149,14.87,54.96,277.96,277.58,278.15,194.8,7,35,0.01,0.01,0.89
2150,14.87,54.96,277.62,278.61,277.51,194.81,7.01,35,0.01,0.01,0.89
2151,14.88,54.96,277.59,277.93,277.86,195,7,35,0.01,0.01,0.88
2152,14.87,54.96,278.09,277.65,278.47,195.37,7.01,35,0.01,0.01,0.88
2153,14.87,54.96,278.49,277.5,278.08,194.64,7,35,0.01,0.01,0.88
2154,14.88,54.96,278.24,278.04,278.6,194.97,7,35,0.01,0.01,0.89
2155,14.87,54.96,277.79,277.7,277.82,195.64,7,35,0,0.01,0.89
2156,14.87,54.96,278.57,278.34,278.12,194.67,6.99,35.01,0,0,0.89
2157,14.87,54.96,277.17,278.08,277.75,195.12,7,35,0.01,0,0.89
2158,14.87,54.96,277.56,278.1,277.58,195.26,7,35,0.01,0,0.89
2159,14.87,54.96,277.68,277.46,277.75,195.16,7,35,0.01,0.01,0.88
2160,14.87,54.96,278.2,278.28,278.22,195.17,7,34.99,0,0,0.88
2161,14.87,54.97,278.98,277.26,278.56,194.71,7,35,0.01,0.01,0.89
2162,14.87,54.96,277.39,277.79,278.65,195.39,7,35,0.01,0.01,0.88
2163,14.86,54.96,277.8,278.28,278.26,195.24,7,35,0,0.01,0.89
2164,14.87,54.96,278.02,277.39,277.15,195.39,7,35,0.01,0.01,0.89
2165,14.87,54.96,277.34,278.2,277.76,194.98,7,35,0.01,0,0.89
2166,14.87,54.96,277.2,278.48,277.9,194.91,7,35,0,0.01,0.89
2167,14.87,54.96,278.04,277.95,277.84,195.05,7,35,0,0.01,0.88
2168,14.88,54.96,278.23,277.61,277.96,195.44,7,35,0.01,0.01,0.88
2169,14.87,54.96,277.88,278,277.99,194.51,7,35,0.01,0.01,0.88
2170,14.87,54.97,277.69,277.41,277.54,195.22,6.99,35,0.01,0.01,0.88
2171,14.87,54.96,278.04,277.77,278.24,195.38,7,35,0.01,0.01,0.89
2172,14.87,54.96,277.98,277.64,277.55,194.4,6.99,35,0.01,0.01,0.88
2173,14.87,54.96,277.84,278.31,278.07,194.89,7,35,0.01,0.01,0.89
2174,14.87,54.96,277.88,277.56,277.12,195.53,7,35,0.01,0.01,0.89
2175,14.87,54.96,277.54,277.95,278.34,195.3,7,35,0.01,0.01,0.89
2176,14.87,54.96,277.99,278.43,277.77,194.88,7,35,0.01,0.01,0.89
2177,14.87,54.96,277.53,277.71,277.16,195.48,7,35,0.01,0.01,0.89
2178,14.87,54.96,278.08,277.64,277.85,195.28,7,35,0.01,0.01,0.89
2179,14.87,54.96,277.71,277.08,278.04,194.31,7,35,0.01,0,0.88
2180,14.87,54.96,278.6,277.72,278.6,194.73,7,35,0.01,0.01,0.88
2181,14.87,54.96,278.83,278.46,277.66,194.75,7,35,0.01,0,0.89
2182,14.87,54.96,278.3,277.88,277.73,194.31,7,35.01,0.01,0,0.89
2183,14.87,54.96,279.48,278.37,278.28,194.64,7,35,0.01,0,0.89
2184,14.87,54.96,277.74,278.07,277.23,195.02,7,35,0.01,0.01,0.88
2185,14.87,54.96,277.54,277.48,277.88,195.13,7.01,35,0.01,0.01,0.88
2186,14.87,54.96,277.9,278.01,278.49,194.14,7,35,0.01,0,0.89
2187,14.87,54.96,278.41,278.49,278.18,195.82,7,35,0.01,0.01,0.88
2188,14.87,54.96,277.6,278.2,277.36,195.02,7,35,0.01,0.01,0.88
2189,14.87,54.96,277.41,278.72,277.43,194.87,7,35,0.01,0.01,0.89
2190,14.87,54.96,278.37,278.78,277.92,195.33,7,35,0,0.01,0.88
2191,14.87,54.97,277.63,277.84,277.36,195.55,7,35,0.01,0.01,0.89
2192,14.87,54.96,277.11,278.47,277.74,194.53,7,35,0.01,0.01,0.89
2193,14.87,54.96,278.11,276.81,277.36,194.92,7,35,0.01,0,0.89
2194,14.87,54.96,278.42,277.57,278.93,195.17,7,35,0.01,0.01,0.89
2195,14.88,54.96,278.14,278.18,278.54,195.07,7,35,0.01,0.01,0.88
2196,14.87,54.96,277.4,277.98,278.2,195.56,7,35,0.01,0.01,0.88
2197,14.87,54.96,277.61,277.34,277.4,194.82,7,35,0.01,0.01,0.88
2198,14.87,54.96,278.1,278.38,277.6,195.31,7,35,0.01,0,0.89
2199,14.87,54.96,277.48,278.49,277.91,194.9,7,35,0.01,0.01,0.88
2200,14.87,54.96,278.36,278.27,277.43,195.37,7,35,0.01,0.01,0.88
2201,14.87,54.96,278.15,278.18,278.16,194.82,7.01,35,0.01,0,0.88
2202,14.87,54.96,277.68,277.58,277.68,195.31,7,35,0.01,0,0.89
2203,14.87,54.96,278.8,277.48,278.35,195.04,7,35,0,0.01,0.89
2204,14.87,54.96,277.89,278.2,277.44,194.91,7,35,0.01,0.01,0.88
2205,14.87,54.96,278.06,277.61,277.14,194.6,7,35,0,0,0.89
2206,14.87,54.96,278.53,277.41,278.13,194.87,7,35,0,0.01,0.88
2207,14.87,54.96,277.12,277.62,277.84,194.85,7,35,0.01,0,0.89
2208,14.87,54.96,276.93,277.79,277.66,194.6,7,35,0.01,0,0.89
2209,14.88,54.97,277.74,277.51,277.69,195.5,7,35,0.01,0.01,0.88
2210,14.87,54.97,277.99,278.51,278.38,195.14,7,35,0.01,0.01,0.89
2211,14.87,54.96,277.74,277.7,277.75,195.06,7,35,0.01,0.01,0.89
2212,14.87,54.96,278.41,278.67,277.97,194.75,6.99,35.01,0,0.01,0.89
2213,14.87,54.96,277.45,278.22,277.8,194.76,7,35,0.01,0.01,0.88
2214,14.87,54.96,277.83,277.62,277.51,194.79,7,35,0.01,0.01,0.88
2215,14.87,54.96,277.92,277.93,278.26,194.97,7,35,0,0.01,0.89
2216,14.86,54.96,278.2,278.15,277.46,194.66,7,35,0.01,0.01,0.89
2217,14.87,54.96,278.32,278.82,278.93,194.4,7,35,0.01,0.01,0.88
2218,14.87,54.96,277.79,278.05,277.93,195.02,7,35,0.01,0.01,0.89
2219,14.87,54.96,277.47,278.13,278.27,195.66,7,35,0.01,0,0.88
2220,14.87,54.96,278.28,277.71,278.38,195.17,7,35,0,0,0.88
2221,14.87,54.96,277.56,278.25,278.27,195.33,7,35,0.01,0,0.88
2222,14.87,54.96,277.4,277.32,277.78,194.84,7,35,0.01,0.01,0.89
2223,14.87,54.96,278.35,277.33,277.92,194.53,7,35,0.01,0,0.88
2224,14.86,54.96,277.88,277.9,278.05,195.05,7,35,0.01,0,0.88
2225,14.87,54.96,277.79,277.93,278.24,195.15,7,35,0.01,0.01,0.88
2226,14.87,54.96,278.62,278.19,278.3,194.78,7,35,0.01,0,0.88
2227,14.87,54.96,277.9,278.12,277.91,195.65,7,35,0.01,0.01,0.89
2228,14.87,54.96,277.19,278.21,277.82,194.93,7,35,0.01,0.01,0.88
2229,14.87,54.97,277.71,277.34,277.68,195.02,7,35,0.01,0.01,0.89
2230,14.88,54.97,278.89,277.2,277.76,195.08,7,35,0,0,0.88
2231,14.87,54.96,278.77,278.31,278.61,195.34,6.99,35,0.01,0.01,0.89
2232,14.87,54.96,277.58,277.13,279.05,194.88,7,35,0.01,0.01,0.88
2233,14.87,54.96,278.02,278.23,278.06,195.51,7.01,35,0.01,0.01,0.88
2234,14.87,54.96,278,277.78,278.23,195.76,7,35,0.01,0.01,0.88
2235,14.87,54.96,278.88,278.1,278.02,194.69,7,35,0.01,0.01,0.89
2236,14.88,54.96,278.59,278.1,278.37,194.97,7,35,0,0.01,0.89
2237,14.87,54.96,278.16,277.92,278.12,194.91,7,35,0.01,0.01,0.88
2238,14.87,54.96,278.23,277.92,278.22,195.34,7,35,0.01,0.01,0.88
2239,14.87,54.97,278.28,277.62,278.13,194.95,7,35,0.01,0.01,0.89
2240,14.87,54.96,278.64,277.92,277.75,194.92,7,35,0.01,0.01,0.88
2241,14.87,54.96,277.58,278.71,277.68,194.55,7,35,0.02,0.01,0.88
2242,14.87,54.96,277.37,277.98,278.01,195.08,7,35,0,0.01,0.88
2243,14.87,54.96,277.82,277.83,277.27,194.41,7,35,0.01,0.01,0.89
2244,14.87,54.95,277.68,278.25,277.93,195.06,7,35,0,0.01,0.88
2245,14.87,54.96,278.4,277.26,277.8,195.16,7,35,0.01,0.01,0.88
2246,14.87,54.96,277.9,278.13,277.8,194.78,7,35,0.01,0.01,0.89
2247,14.87,54.96,277.66,277.91,277.93,195.35,7,35,0,0.01,0.89
2248,14.87,54.96,278.07,278.13,278.23,194.92,7,35,0.01,0.01,0.88
2249,14.87,54.96,278.74,277.62,278.37,195,7,34.99,0.01,0,0.88
2250,14.87,54.96,277.99,278.34,279.13,194.63,7,35,0,0.01,0.89
2251,14.87,54.96,277.36,277.6,278.44,194.72,7,35,0.01,0.01,0.88
2252,14.87,54.96,278.43,277.77,278.82,194.9,7,35,0.01,0.01,0.88
2253,14.87,54.96,278.27,277.96,277.95,194.89,7,35,0.01,0.01,0.89
2254,14.87,54.96,278.42,277.23,278.64,194.89,7,35,0.01,0.01,0.88
2255,14.87,54.96,277.8,278.03,277.31,195.63,7,35,0.01,0.01,0.89
2256,14.87,54.96,277.9,277.93,278.6,195.04,7,35,0.01,0.01,0.88
2257,14.87,54.96,277.21,277.78,277.92,195.2,7.01,35,0,0.01,0.89
2258,14.87,54.96,278.13,278.27,278.04,194.68,7,34.99,0,0,0.89
2259,14.87,54.96,278.13,278.48,278.31,195.24,6.99,34.99,0.01,0.01,0.88
2260,14.87,54.96,278.36,278.01,278.07,195.12,7,35,0.01,0.01,0.88
2261,14.87,54.96,278.2,278.93,278.01,194.66,7,35,0.01,0.01,0.88
2262,14.87,54.96,278.29,277.67,277.54,195.18,7,35,0.01,0.01,0.89
2263,14.87,54.96,277.74,278.23,277.81,195.05,7,35,0.01,0.01,0.89
2264,14.87,54.96,277.26,278.75,278.12,194.88,7,35,0,0.01,0.89
2265,14.87,54.96,277.19,277.59,277.96,194.97,7,35,0.01,0.01,0.88
2266,14.87,54.96,278.02,277.92,277.92,194.8,7,35,0.01,0.01,0.89
2267,14.87,54.97,278.08,277.61,277.95,195.13,7,35,0.01,0.01,0.88
2268,14.87,54.96,278.22,277.91,278.52,194.9,7,35,0.01,0.01,0.88
2269,14.87,54.96,277.46,277.92,277.88,195.54,7,35,0.01,0.01,0.88
2270,14.87,54.96,279,279.03,277.78,195.48,7,34.99,0.01,0,0.88
2271,14.87,54.97,278.31,278.63,278.02,194.69,7,35,0.01,0,0.89
2272,14.87,54.96,278.19,278.01,276.97,195.03,7,35,0,0.01,0.88
2273,14.87,54.96,276.31,277.8,278.15,195.72,7,35,0.01,0.01,0.89
2274,14.87,54.97,278.62,277.45,278.04,195.25,7,35,0.01,0,0.89
2275,14.87,54.96,277.59,278.62,277.74,194.51,7,35,0.01,0,0.88
2276,14.87,54.96,277.64,277.89,277.95,195.21,7,35,0.01,0,0.89
2277,14.87,54.96,278.45,277.7,277.78,195.49,7,35,0.01,0,0.89
2278,14.87,54.96,277.62,277.95,277.68,194.87,7,34.99,0.01,0,0.88
2279,14.87,54.96,277.33,278.31,278.69,194.94,7,35,0,0.01,0.89
2280,14.87,54.96,277.67,277.62,276.95,194.95,7,35,0.01,0.01,0.88
2281,14.87,54.96,278.3,278,278.37,194.61,7,35,0.01,0.02,0.88
2282,14.87,54.96,277.7,278.82,277.18,195.51,7,34.99,0.01,0.01,0.88
2283,14.87,54.96,277.69,277.69,277.71,194.7,7,35,0.01,0,0.89
2284,14.87,54.96,277.23,278.32,278.38,194.14,7,35,0.01,0.01,0.89
2285,14.87,54.96,278.59,278.34,277.59,195.08,7.01,35,0.01,0.01,0.89
2286,14.87,54.96,278.26,277.28,277.88,194.66,7,35,0.01,0,0.89
2287,14.87,54.97,277.93,276.98,277.63,195.02,7,35,0.01,0,0.88
2288,14.87,54.96,277.75,277.88,278,194.82,7,35,0,0,0.89
2289,14.88,54.96,277.7,277.49,277.84,194.76,7,35,0.01,0.01,0.89
2290,14.87,54.97,278.13,278.27,278.45,195.24,6.99,35,0.01,0,0.88
2291,14.87,54.96,277.72,278.18,278.74,195.91,7,35,0.01,0,0.88
2292,14.87,54.96,277.74,277.43,277.59,194.64,7,35,0.01,0.01,0.88
2293,14.87,54.96,277.43,278.55,277.46,194.57,7,35.01,0.01,0.01,0.89
2294,14.87,54.96,277.94,278.28,278.66,195.07,7,35,0.01,0.01,0.88
2295,14.87,54.96,277.08,278.54,277.74,194.97,7,35,0.01,0,0.89
2296,14.88,54.96,278.5,278.4,277.89,195,7,35,0,0.01,0.89
2297,14.87,54.96,277.46,277.21,277.55,194.61,7,35,0.01,0.01,0.88
2298,14.87,54.96,277.8,278.03,278.57,194.4,7.01,35,0.01,0.01,0.88
2299,14.87,54.96,278.09,278.38,278.18,195.42,7,35,0.01,0.01,0.89
2300,14.87,54.96,278.38,277.59,277.17,194.84,7,35,0,0.01,0.88
2301,14.87,54.95,277.17,277.42,277.96,195.54,7,35,0.01,0.01,0.89
2302,14.88,54.96,277.43,277.8,277.83,195.48,7.01,35,0,0,0.88
2303,14.87,54.96,278.23,278.15,278.34,195.85,7,35,0.01,0,0.89
2304,14.87,54.96,278.63,277.2,278.06,194.97,7,35,0.01,0.01,0.89
2305,14.87,54.96,277.98,277.14,277.02,195.26,7,34.99,0.01,0,0.89
2306,14.87,54.96,278.15,278.12,279.05,194.61,7,35,0.01,0,0.89
2307,14.87,54.96,277.88,278.14,277.96,194.31,7,35,0.01,0,0.89
2308,14.87,54.96,278.31,277.73,278.43,195.03,7,35,0.01,0.01,0.89
2309,14.87,54.97,278.32,277.49,277.57,195.39,7,35,0.01,0.01,0.88
2310,14.87,54.97,277.78,278.74,278.56,195.07,7,35,0,0.01,0.89
2311,14.87,54.96,278,277.99,278.27,194.69,7,35,0,0,0.88
2312,14.87,54.96,277.61,278.12,277.48,194.94,7,35,0.01,0,0.88
2313,14.87,54.96,278.12,278.42,277.5,195.14,7,35,0.01,0,0.88
2314,14.88,54.96,278.41,278.76,278.79,195.35,7.01,35,0.01,0,0.89
2315,14.87,54.96,277.79,277.59,278.83,195.59,7,35,0.01,0.01,0.88
2316,14.87,54.96,278.35,278.22,277.5,194.8,7,35,0,0,0.89
2317,14.87,54.96,278.1,277.88,278.18,195.51,7,35,0,0,0.88
2318,14.87,54.96,277.94,277.22,277.74,195.25,7,35,0.01,0.01,0.89
2319,14.87,54.96,277.67,277.9,278.02,194.99,7,35,0.01,0,0.88
2320,14.87,54.96,278.12,277.42,277.27,195.06,7,35,0.01,0.01,0.88
2321,14.87,54.96,276.79,277.91,278.2,195.23,7,35,0.01,0.01,0.88
2322,14.87,54.96,277.41,278.9,278.06,195.31,7,35,0.01,0,0.89
2323,14.87,54.96,277.94,278.78,278.03,194.75,7,35,0.01,0.01,0.88
2324,14.87,54.96,278.14,277.81,278.11,195.34,7,35,0.01,0.01,0.89
2325,14.87,54.96,278.16,278.56,278.01,194.92,7,35,0,0.01,0.89
2326,14.88,54.96,278.83,278.66,278.59,196.05,7,35.01,0.01,0,0.88
2327,14.87,54.96,278.01,278.31,278.26,195.18,7,35,0.01,0,0.88
2328,14.87,54.96,277.79,278,277.78,194.93,7,35,0.01,0,0.88
2329,14.87,54.97,278.35,277.69,277.99,195.08,7,34.99,0,0,0.88
2330,14.87,54.97,277.47,277.9,277.61,195.09,6.99,35,0.01,0.01,0.88
2331,14.87,54.96,277.56,278.35,278.31,194.78,7,35,0,0,0.89
2332,14.87,54.96,278.34,278.38,277.4,195.22,7,35,0.01,0.01,0.89
2333,14.87,54.96,277.79,278.28,278.22,194.41,7,35,0.01,0.01,0.88
2334,14.87,54.96,278.83,277.54,277.9,194.36,7.01,35.01,0.01,0.02,0.88
2335,14.87,54.96,277.51,277.62,278.71,194.47,7,35,0.01,0.01,0.88
2336,14.86,54.96,278.33,278.21,278.23,195.4,7,35,0.01,0.01,0.88
2337,14.87,54.96,277.69,278.31,277.75,194.81,6.99,35,0.01,0,0.88
2338,14.87,54.96,278.73,278.37,278.13,194.25,7,35,0.01,0.01,0.89
2339,14.87,54.96,278.08,278.18,277.79,194.94,7,35,0.01,0,0.88
2340,14.87,54.96,277.89,279.18,278.57,194.81,7,35,0,0,0.88
2341,14.87,54.96,278.22,278.22,278.83,195.15,7,35,0.01,0,0.88
2342,14.86,54.96,278.35,277.8,277.88,194.75,7,35,0,0.01,0.88
2343,14.87,54.96,277.67,277.27,277.61,194.85,7,35,0.01,0,0.88
2344,14.87,54.96,277.62,277.82,277.45,194.78,7,35,0.01,0.01,0.88
2345,14.87,54.96,278.54,277.67,278.45,195.16,7,35,0.01,0.01,0.89
2346,14.87,54.96,278.04,278.62,277.78,195.01,7,35,0.01,0.01,0.88
